customer_id,client_id,client_type,industry,integration_type,portfolio_type,debt_balance,balance_band,debt_age_days,debt_age_band,customer_age_band,region,vulnerability_flag,preferred_contact_channel,account_status,payment_made_flag,one_off_payment_flag,amount_collected,repayment_plan_created_flag,first_instalment_paid_flag,broken_plan_flag,affordability_completed_flag,max_missed_payment_count,customer_recovery_rate
DCUST002108,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,1706.44,High,53,31-90,35-44,South East,0,SMS,Plan Active,1,0,383.61,1,1,0,0,0,0.2248
DCUST002109,DSC001,Utility Provider,Utilities,API,Legal Collections,661.45,Medium,752,365+,55+,North East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002110,DSC001,Utility Provider,Utilities,API,Early Arrears,191.22,Low,28,0-30,45-54,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002111,DSC001,Utility Provider,Utilities,API,Recoveries,550.5,Medium,132,91-180,25-34,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002112,DSC008,Telecoms,Telecoms,API,Early Arrears,120.78,Low,36,31-90,18-24,Northern Ireland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002113,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,986.72,Medium,24,0-30,35-44,Scotland,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002114,DSC008,Telecoms,Telecoms,API,Late Arrears,1307.59,High,72,31-90,35-44,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002115,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,1796.4,High,78,31-90,18-24,Yorkshire,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002116,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,811.94,Medium,89,31-90,55+,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002117,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,2555.52,High,94,91-180,55+,North East,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002118,DSC005,Debt Collection Agency,Collections,Hybrid,Purchased Debt,765.57,Medium,639,365+,45-54,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002119,DSC001,Utility Provider,Utilities,API,Early Arrears,858.46,Medium,83,31-90,18-24,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002120,DSC003,Consumer Lender,Financial Services,API,Early Arrears,182.78,Low,87,31-90,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002121,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,389.62,Medium,157,91-180,18-24,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002122,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,1862.83,High,710,365+,35-44,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002123,DSC001,Utility Provider,Utilities,API,Early Arrears,155.24,Low,39,31-90,25-34,South West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002124,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,241.44,Low,423,365+,25-34,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002125,DSC001,Utility Provider,Utilities,API,Legal Collections,179.49,Low,198,181-365,25-34,South East,1,SMS,Plan Active,1,0,60.08,1,1,0,0,0,0.3347
DCUST002126,DSC003,Consumer Lender,Financial Services,API,Recoveries,882.76,Medium,186,181-365,25-34,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002127,DSC004,Consumer Lender,Financial Services,API,Late Arrears,614.45,Medium,89,31-90,35-44,Scotland,0,SMS,Paid,1,0,169.01,1,1,0,1,1,0.2751
DCUST002128,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,358.13,Medium,644,365+,45-54,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002129,DSC007,Debt Purchaser,Collections,Batch Upload,Late Arrears,990.11,Medium,66,31-90,25-34,London,1,Email,Paid,1,0,487.86,1,1,0,1,0,0.4927
DCUST002130,DSC001,Utility Provider,Utilities,API,Late Arrears,241.94,Low,129,91-180,25-34,North East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002131,DSC008,Telecoms,Telecoms,API,Early Arrears,119.13,Low,18,0-30,25-34,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002132,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,503.04,Medium,719,365+,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002133,DSC001,Utility Provider,Utilities,API,Early Arrears,1990.93,High,19,0-30,25-34,East Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002134,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,209.61,Low,129,91-180,45-54,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002135,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,563.09,Medium,27,0-30,55+,Northern Ireland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002136,DSC003,Consumer Lender,Financial Services,API,Late Arrears,662.83,Medium,49,31-90,18-24,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002137,DSC008,Telecoms,Telecoms,API,Purchased Debt,100.57,Low,262,181-365,55+,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002138,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,100.27,Low,256,181-365,55+,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002139,DSC001,Utility Provider,Utilities,API,Early Arrears,247.11,Low,31,31-90,18-24,West Midlands,1,SMS,Paid,1,1,236.48,0,0,0,0,0,0.957
DCUST002140,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,648.19,Medium,154,91-180,35-44,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002141,DSC008,Telecoms,Telecoms,API,Late Arrears,932.16,Medium,94,91-180,45-54,Scotland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002142,DSC008,Telecoms,Telecoms,API,Late Arrears,91.6,Low,55,31-90,25-34,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002143,DSC003,Consumer Lender,Financial Services,API,Late Arrears,675.29,Medium,58,31-90,45-54,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002144,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,713.17,Medium,110,91-180,35-44,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002145,DSC001,Utility Provider,Utilities,API,Early Arrears,127.8,Low,17,0-30,,London,0,Email,Plan Active,1,0,53.54,1,1,0,0,0,0.4189
DCUST002146,DSC010,Consumer Lender,Financial Services,Hybrid,Late Arrears,2860.75,High,102,91-180,45-54,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002147,DSC004,Consumer Lender,Financial Services,API,Late Arrears,1916.05,High,208,181-365,25-34,Yorkshire,1,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002148,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,109.04,Low,620,365+,25-34,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002149,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,746.32,Medium,299,181-365,55+,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002150,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,768.12,Medium,80,31-90,25-34,North West,0,SMS,Paid,1,0,476.60999999999996,1,1,0,1,0,0.6205
DCUST002151,DSC001,Utility Provider,Utilities,API,Late Arrears,897.06,Medium,199,181-365,25-34,West Midlands,0,SMS,Paid,1,1,322.49,0,0,0,0,0,0.3595
DCUST002152,DSC006,Debt Collection Agency,Collections,Batch Upload,Legal Collections,2633.18,High,222,181-365,55+,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002153,DSC001,Utility Provider,Utilities,API,Recoveries,4175.69,Very High,128,91-180,25-34,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002154,DSC004,Consumer Lender,Financial Services,API,Recoveries,960.79,Medium,246,181-365,18-24,London,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002155,DSC004,Consumer Lender,Financial Services,API,Recoveries,361.43,Medium,359,181-365,45-54,Scotland,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002156,DSC001,Utility Provider,Utilities,API,Recoveries,68.09,Low,332,181-365,45-54,Yorkshire,0,Email,Open,0,0,0.0,1,0,0,0,1,0.0
DCUST002157,DSC010,Consumer Lender,Financial Services,Hybrid,Recoveries,2768.05,High,95,91-180,35-44,North West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002158,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,85.08,Low,786,365+,45-54,West Midlands,1,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002159,DSC003,Consumer Lender,Financial Services,API,Recoveries,248.57,Low,109,91-180,35-44,Wales,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002160,DSC010,Consumer Lender,Financial Services,Hybrid,Purchased Debt,837.98,Medium,854,365+,35-44,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002161,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,1802.35,High,81,31-90,35-44,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002162,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,1915.99,High,183,181-365,45-54,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002163,DSC001,Utility Provider,Utilities,API,Late Arrears,217.09,Low,132,91-180,45-54,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002164,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,1649.49,High,125,91-180,18-24,Northern Ireland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002165,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,287.58,Medium,841,365+,35-44,Yorkshire,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002166,DSC001,Utility Provider,Utilities,API,Late Arrears,644.89,Medium,360,181-365,35-44,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002167,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,741.93,Medium,93,91-180,35-44,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002168,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,502.74,Medium,151,91-180,45-54,North West,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002169,DSC003,Consumer Lender,Financial Services,API,Late Arrears,316.76,Medium,49,31-90,25-34,Northern Ireland,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002170,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,805.32,Medium,59,31-90,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002171,DSC003,Consumer Lender,Financial Services,API,Late Arrears,106.39,Low,79,31-90,18-24,South East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002172,DSC006,Debt Collection Agency,Collections,Batch Upload,Early Arrears,177.31,Low,16,0-30,55+,South West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002173,DSC001,Utility Provider,Utilities,API,Recoveries,6726.84,Very High,131,91-180,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002174,DSC003,Consumer Lender,Financial Services,API,Early Arrears,1514.87,High,17,0-30,45-54,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002175,DSC003,Consumer Lender,Financial Services,API,Purchased Debt,728.92,Medium,778,365+,45-54,Wales,1,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002176,DSC004,Consumer Lender,Financial Services,API,Early Arrears,670.87,Medium,43,31-90,35-44,Wales,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002177,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,560.59,Medium,67,31-90,25-34,East Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002178,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,173.86,Low,102,91-180,25-34,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002179,DSC008,Telecoms,Telecoms,API,Recoveries,459.16,Medium,223,181-365,35-44,Scotland,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002180,DSC008,Telecoms,Telecoms,API,Early Arrears,670.05,Medium,28,0-30,25-34,Wales,0,SMS,Paid,1,1,240.96,0,0,0,0,0,0.3596
DCUST002181,DSC008,Telecoms,Telecoms,API,Early Arrears,610.91,Medium,88,31-90,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002182,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,376.47,Medium,20,0-30,35-44,North West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002183,DSC001,Utility Provider,Utilities,API,Early Arrears,110.3,Low,55,31-90,18-24,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002184,DSC007,Debt Purchaser,Collections,Batch Upload,Early Arrears,322.18,Medium,7,0-30,18-24,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002185,DSC004,Consumer Lender,Financial Services,API,Early Arrears,335.14,Medium,77,31-90,25-34,North West,0,SMS,Plan Active,1,0,72.199999999999989,1,1,0,1,0,0.2154
DCUST002186,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,494.59,Medium,112,91-180,35-44,South West,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002187,DSC001,Utility Provider,Utilities,API,Late Arrears,72.94,Low,217,181-365,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002188,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,2475.83,High,154,91-180,Unknown,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002189,DSC001,Utility Provider,Utilities,API,Early Arrears,611.91,Medium,2,0-30,45-54,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002190,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,7128.28,Very High,340,181-365,35-44,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002191,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,73.59,Low,550,365+,35-44,Yorkshire,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002192,DSC001,Utility Provider,Utilities,API,Late Arrears,246.75,Low,320,181-365,45-54,North West,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002193,DSC001,Utility Provider,Utilities,API,Early Arrears,108.37,Low,15,0-30,18-24,Yorkshire,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002194,DSC004,Consumer Lender,Financial Services,API,Legal Collections,6175.69,Very High,236,181-365,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002195,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,433.57,Medium,68,31-90,25-34,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002196,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,191.68,Low,33,31-90,25-34,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002197,DSC003,Consumer Lender,Financial Services,API,Early Arrears,477.12,Medium,15,0-30,25-34,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002198,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,1505.44,High,214,181-365,35-44,East Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002199,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,2917.73,High,141,91-180,18-24,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002200,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,678.35,Medium,348,181-365,55+,Scotland,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002201,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,237.12,Low,95,91-180,25-34,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002202,DSC004,Consumer Lender,Financial Services,API,Purchased Debt,190.59,Low,532,365+,35-44,North West,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002203,DSC001,Utility Provider,Utilities,API,Early Arrears,228.73,Low,148,91-180,45-54,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002204,DSC001,Utility Provider,Utilities,API,Recoveries,922.36,Medium,166,91-180,35-44,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002205,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,638.84,Medium,163,91-180,55+,Yorkshire,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002206,DSC009,Legal Collections,Legal,Batch Upload,Legal Collections,2368.32,High,290,181-365,45-54,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002207,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,2977.61,High,93,91-180,25-34,Scotland,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002208,DSC003,Consumer Lender,Financial Services,API,Early Arrears,388.03,Medium,77,31-90,45-54,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002209,DSC009,Legal Collections,Legal,Batch Upload,Late Arrears,431.26,Medium,319,181-365,55+,North East,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002210,DSC001,Utility Provider,Utilities,API,Late Arrears,576.86,Medium,38,31-90,35-44,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002211,DSC004,Consumer Lender,Financial Services,API,Early Arrears,174.0,Low,83,31-90,25-34,South East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002212,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,143.83,Low,105,91-180,18-24,Yorkshire,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002213,DSC001,Utility Provider,Utilities,API,Early Arrears,784.53,Medium,21,0-30,45-54,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002214,DSC001,Utility Provider,Utilities,API,Recoveries,66.84,Low,667,365+,55+,Yorkshire,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002215,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,465.58,Medium,381,365+,18-24,North West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002216,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,59.18,Low,48,31-90,45-54,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002217,DSC008,Telecoms,Telecoms,API,Early Arrears,155.37,Low,45,31-90,35-44,West Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002218,DSC004,Consumer Lender,Financial Services,API,Early Arrears,228.41,Low,9,0-30,Unknown,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002219,DSC008,Telecoms,Telecoms,API,Late Arrears,165.37,Low,168,91-180,Unknown,South West,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002220,DSC007,Debt Purchaser,Collections,Batch Upload,Purchased Debt,732.67,Medium,140,91-180,45-54,North West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002221,DSC004,Consumer Lender,Financial Services,API,Early Arrears,118.92,Low,23,0-30,35-44,West Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002222,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,1642.57,High,392,365+,18-24,North East,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002223,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,143.68,Low,20,0-30,18-24,North West,0,Email,Paid,1,1,140.51,0,0,0,0,0,0.9779
DCUST002224,DSC007,Debt Purchaser,Collections,Batch Upload,Recoveries,2250.3,High,367,365+,35-44,South East,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002225,DSC005,Debt Collection Agency,Collections,Hybrid,Late Arrears,417.99,Medium,207,181-365,25-34,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002226,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,136.6,Low,111,91-180,Unknown,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002227,DSC005,Debt Collection Agency,Collections,Hybrid,Recoveries,103.94,Low,307,181-365,55+,Northern Ireland,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002228,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,210.66,Low,45,31-90,45-54,East Midlands,0,SMS,Open,0,0,0.0,1,0,0,0,1,0.0
DCUST002229,DSC008,Telecoms,Telecoms,API,Late Arrears,2875.06,High,146,91-180,55+,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002230,DSC006,Debt Collection Agency,Collections,Batch Upload,Late Arrears,187.54,Low,42,31-90,35-44,South West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002231,DSC001,Utility Provider,Utilities,API,Late Arrears,987.12,Medium,135,91-180,25-34,East Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002232,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,244.12,Low,51,31-90,18-24,North West,1,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002233,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,633.81,Medium,331,181-365,45-54,South East,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002234,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,957.09,Medium,136,91-180,35-44,South West,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002235,DSC001,Utility Provider,Utilities,API,Late Arrears,108.74,Low,60,31-90,35-44,East Midlands,0,Letter,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002236,DSC001,Utility Provider,Utilities,API,Late Arrears,718.76,Medium,75,31-90,18-24,East Midlands,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002237,DSC007,Debt Purchaser,Collections,Batch Upload,Legal Collections,584.03,Medium,217,181-365,35-44,South East,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002238,DSC007,Debt Purchaser,Collections,Batch Upload,Legal Collections,2779.1,High,344,181-365,25-34,Northern Ireland,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002239,DSC006,Debt Collection Agency,Collections,Batch Upload,Recoveries,982.8,Medium,628,365+,25-34,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002240,DSC001,Utility Provider,Utilities,API,Late Arrears,472.09,Medium,173,91-180,25-34,Scotland,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002241,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,691.22,Medium,801,365+,18-24,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002242,DSC005,Debt Collection Agency,Collections,Hybrid,Legal Collections,329.65,Medium,293,181-365,18-24,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002243,DSC008,Telecoms,Telecoms,API,Early Arrears,120.17,Low,111,91-180,,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002244,DSC002,Utility Provider,Utilities,Hybrid,Early Arrears,105.19,Low,11,0-30,55+,Yorkshire,0,Email,Paid,1,1,90.46,0,0,0,0,0,0.86
DCUST002245,DSC001,Utility Provider,Utilities,API,Late Arrears,349.64,Medium,106,91-180,35-44,Wales,0,SMS,Paid,1,0,235.23000000000002,1,1,0,0,0,0.6728
DCUST002246,DSC002,Utility Provider,Utilities,Hybrid,Purchased Debt,430.04,Medium,823,365+,45-54,Wales,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002247,DSC008,Telecoms,Telecoms,API,Early Arrears,133.91,Low,13,0-30,35-44,London,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002248,DSC007,Debt Purchaser,Collections,Batch Upload,Late Arrears,58.07,Low,215,181-365,25-34,West Midlands,0,Email,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002249,DSC004,Consumer Lender,Financial Services,API,Late Arrears,145.28,Low,112,91-180,18-24,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002250,DSC008,Telecoms,Telecoms,API,Legal Collections,822.67,Medium,530,365+,18-24,Northern Ireland,0,Letter,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002251,DSC001,Utility Provider,Utilities,API,Late Arrears,110.01,Low,33,31-90,35-44,London,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002252,DSC004,Consumer Lender,Financial Services,API,Early Arrears,177.4,Low,38,31-90,55+,Scotland,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002253,DSC001,Utility Provider,Utilities,API,Recoveries,105.18,Low,113,91-180,25-34,South East,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002254,DSC005,Debt Collection Agency,Collections,Hybrid,Early Arrears,206.83,Low,21,0-30,45-54,West Midlands,0,SMS,Open,0,0,0.0,0,0,0,0,0,0.0
DCUST002255,DSC009,Legal Collections,Legal,Batch Upload,Late Arrears,376.16,Medium,61,31-90,45-54,London,0,Email,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002256,DSC002,Utility Provider,Utilities,Hybrid,Late Arrears,1824.96,High,34,31-90,18-24,West Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002257,DSC003,Consumer Lender,Financial Services,API,Recoveries,1129.94,High,153,91-180,35-44,West Midlands,1,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002258,DSC002,Utility Provider,Utilities,Hybrid,Recoveries,469.41,Medium,268,181-365,18-24,Yorkshire,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
DCUST002259,DSC008,Telecoms,Telecoms,API,Early Arrears,849.47,Medium,14,0-30,45-54,East Midlands,0,SMS,No Engagement,0,0,0.0,0,0,0,0,0,0.0
