customer_id,client_id,account_upload_date,portfolio_type,debt_balance,balance_band,debt_age_days,debt_age_band,customer_age_band,region,vulnerability_flag,preferred_contact_channel,account_status
DCUST000487,DSC010,2022-10-30,Early Arrears,139.29,Low,25,0-30,35-44,London,0,Letter,No Engagement
DCUST000488,DSC006,2023-04-20,Purchased Debt,119.12,Low,250,181-365,25-34,West Midlands,0,Email,Open
DCUST000489,DSC005,2023-02-24,Recoveries,972.84,Medium,433,365+,25-34,North West,0,SMS,No Engagement
DCUST000490,DSC009,2022-10-18,Recoveries,816.23,Medium,141,91-180,25-34,Yorkshire,0,SMS,Open
DCUST000491,DSC003,2022-07-31,Legal Collections,5218.85,Very High,247,181-365,,South East,0,SMS,Paid
DCUST000492,DSC010,2023-05-03,Early Arrears,1419.86,High,46,31-90,25-34,Scotland,0,Email,No Engagement
DCUST000493,DSC001,2022-10-27,Legal Collections,4873.29,Very High,188,181-365,35-44,Scotland,0,Email,Open
DCUST000494,DSC010,2023-01-17,Late Arrears,806.18,Medium,104,91-180,25-34,London,0,Letter,No Engagement
DCUST000495,DSC006,2022-11-22,Early Arrears,81.02,Low,15,0-30,25-34,Scotland,0,SMS,No Engagement
DCUST000496,DSC005,2022-11-25,Purchased Debt,286.82,Medium,332,181-365,35-44,West Midlands,0,SMS,Paid
DCUST000497,DSC003,2022-06-16,Legal Collections,6003.62,Very High,535,365+,35-44,Scotland,0,Email,No Engagement
DCUST000498,DSC001,2022-06-22,Late Arrears,2497.77,High,130,91-180,45-54,Scotland,0,SMS,Open
DCUST000499,DSC010,2023-05-20,Early Arrears,123.31,Low,80,31-90,45-54,Yorkshire,1,SMS,Open
DCUST000500,DSC002,2023-05-31,Late Arrears,66.23,Low,146,91-180,45-54,West Midlands,0,Email,No Engagement
DCUST000501,DSC008,2022-11-23,Early Arrears,862.21,Medium,40,31-90,25-34,East Midlands,0,SMS,No Engagement
DCUST000502,DSC001,2022-10-22,Late Arrears,115.8,Low,264,181-365,45-54,Wales,0,Email,No Engagement
DCUST000503,DSC007,2023-04-04,Recoveries,647.02,Medium,302,181-365,25-34,North West,0,SMS,No Engagement
DCUST000504,DSC008,2022-06-30,Late Arrears,689.2,Medium,56,31-90,25-34,Northern Ireland,0,SMS,No Engagement
DCUST000505,DSC002,2023-02-11,Recoveries,1145.08,High,275,181-365,35-44,East Midlands,0,SMS,Open
DCUST000506,DSC010,2023-01-13,Late Arrears,810.09,Medium,130,91-180,45-54,South West,0,SMS,No Engagement
DCUST000507,DSC003,2022-11-11,Recoveries,2616.71,High,273,181-365,25-34,West Midlands,0,SMS,Open
DCUST000508,DSC001,2023-04-18,Recoveries,2997.94,High,105,91-180,55+,North West,0,SMS,No Engagement
DCUST000509,DSC003,2022-10-25,Legal Collections,681.15,Medium,526,365+,25-34,North West,0,Letter,No Engagement
DCUST000510,DSC010,2023-01-28,Early Arrears,281.63,Medium,14,0-30,Unknown,Yorkshire,1,SMS,No Engagement
DCUST000511,DSC001,2023-02-27,Recoveries,200.5,Low,95,91-180,35-44,Yorkshire,0,SMS,Open
DCUST000512,DSC006,2023-02-26,Late Arrears,890.79,Medium,68,31-90,18-24,South East,0,Email,No Engagement
DCUST000513,DSC001,2022-09-11,Late Arrears,205.49,Low,134,91-180,35-44,South East,0,Email,Open
DCUST000514,DSC006,2023-03-27,Purchased Debt,1851.63,High,839,365+,45-54,North West,0,Letter,No Engagement
DCUST000515,DSC001,2022-11-26,Early Arrears,996.73,Medium,89,31-90,25-34,Yorkshire,0,SMS,Broken Plan
DCUST000516,DSC009,2022-08-23,Legal Collections,687.07,Medium,223,181-365,55+,London,0,Email,Broken Plan
DCUST000517,DSC009,2023-02-05,Early Arrears,295.72,Medium,9,0-30,35-44,North East,0,SMS,No Engagement
DCUST000518,DSC010,2022-06-19,Late Arrears,2688.71,High,105,91-180,45-54,Scotland,0,Email,Broken Plan
DCUST000519,DSC008,2022-10-10,Early Arrears,612.08,Medium,14,0-30,35-44,Scotland,0,SMS,No Engagement
DCUST000520,DSC003,2022-11-15,Late Arrears,246.57,Low,138,91-180,35-44,London,0,SMS,Open
DCUST000521,DSC004,2022-08-02,Early Arrears,177.47,Low,11,0-30,18-24,London,0,Email,Paid
DCUST000522,DSC002,2022-09-12,Legal Collections,5003.89,Very High,655,365+,,Wales,0,Email,No Engagement
DCUST000523,DSC004,2023-02-04,Legal Collections,513.34,Medium,188,181-365,25-34,West Midlands,0,SMS,No Engagement
DCUST000524,DSC002,2022-08-20,Recoveries,876.95,Medium,95,91-180,45-54,Yorkshire,0,SMS,No Engagement
DCUST000525,DSC010,2022-09-03,Late Arrears,701.28,Medium,42,31-90,45-54,Northern Ireland,0,SMS,Open
DCUST000526,DSC003,2022-09-07,Early Arrears,219.4,Low,68,31-90,25-34,South West,0,Letter,No Engagement
DCUST000527,DSC002,2023-01-24,Purchased Debt,987.02,Medium,226,181-365,45-54,Yorkshire,0,Email,Open
DCUST000528,DSC009,2023-03-03,Purchased Debt,894.57,Medium,491,365+,35-44,North East,1,Email,No Engagement
DCUST000529,DSC003,2022-07-21,Early Arrears,157.09,Low,170,91-180,25-34,London,0,Letter,No Engagement
DCUST000530,DSC003,2022-12-13,Early Arrears,151.99,Low,4,0-30,35-44,North West,1,SMS,Open
DCUST000531,DSC005,2023-04-27,Late Arrears,88.26,Low,132,91-180,18-24,South West,1,SMS,Open
DCUST000532,DSC007,2022-09-21,Purchased Debt,147.34,Low,264,181-365,55+,South East,0,Letter,No Engagement
DCUST000533,DSC003,2022-10-20,Recoveries,960.05,Medium,166,91-180,,London,0,SMS,No Engagement
DCUST000534,DSC002,2023-03-15,Recoveries,143.19,Low,325,181-365,45-54,South West,0,SMS,Open
DCUST000535,DSC005,2023-04-18,Late Arrears,372.24,Medium,84,31-90,25-34,West Midlands,0,Email,No Engagement
DCUST000536,DSC001,2022-11-11,Early Arrears,194.1,Low,21,0-30,25-34,West Midlands,0,SMS,No Engagement
DCUST000537,DSC005,2022-10-25,Early Arrears,120.4,Low,26,0-30,35-44,West Midlands,0,SMS,No Engagement
DCUST000538,DSC005,2022-07-11,Late Arrears,243.29,Low,87,31-90,25-34,West Midlands,1,SMS,No Engagement
DCUST000539,DSC005,2022-08-06,Late Arrears,62.87,Low,163,91-180,25-34,South West,0,SMS,Open
DCUST000540,DSC003,2022-06-19,Early Arrears,225.0,Low,17,0-30,35-44,Northern Ireland,1,Email,No Engagement
DCUST000541,DSC003,2022-09-16,Recoveries,194.3,Low,297,181-365,18-24,East Midlands,0,SMS,Paid
DCUST000542,DSC002,2023-02-19,Early Arrears,208.36,Low,1,0-30,25-34,Scotland,0,SMS,No Engagement
DCUST000543,DSC007,2022-11-12,Late Arrears,122.44,Low,48,31-90,35-44,East Midlands,0,SMS,Open
DCUST000544,DSC006,2022-12-10,Late Arrears,1582.66,High,81,31-90,55+,Yorkshire,0,SMS,No Engagement
DCUST000545,DSC006,2022-11-25,Late Arrears,245.12,Low,361,181-365,35-44,Wales,0,SMS,Open
DCUST000546,DSC010,2023-02-22,Early Arrears,246.03,Low,25,0-30,45-54,North West,1,Email,No Engagement
DCUST000547,DSC008,2023-01-28,Recoveries,104.08,Low,824,365+,35-44,South East,0,Email,Broken Plan
DCUST000548,DSC003,2022-10-03,Early Arrears,76.18,Low,69,31-90,35-44,Northern Ireland,0,Email,No Engagement
DCUST000549,DSC007,2023-01-17,Purchased Debt,786.81,Medium,847,365+,25-34,East Midlands,0,Email,No Engagement
DCUST000550,DSC005,2022-12-06,Early Arrears,160.54,Low,46,31-90,25-34,South West,0,SMS,Open
DCUST000551,DSC004,2023-03-09,Early Arrears,828.35,Medium,0,0-30,18-24,North West,0,SMS,Plan Active
DCUST000552,DSC001,2022-06-29,Early Arrears,219.18,Low,14,0-30,55+,South East,0,SMS,No Engagement
DCUST000553,DSC004,2022-06-11,Late Arrears,4970.45,Very High,85,31-90,55+,North East,0,SMS,Open
DCUST000554,DSC002,2022-06-20,Recoveries,137.67,Low,338,181-365,25-34,Scotland,0,SMS,Open
DCUST000555,DSC007,2022-12-05,Purchased Debt,246.46,Low,860,365+,55+,Scotland,0,SMS,Open
DCUST000556,DSC007,2022-11-07,Recoveries,2756.0,High,782,365+,25-34,South East,0,Letter,No Engagement
DCUST000557,DSC001,2022-06-10,Recoveries,3124.98,Very High,130,91-180,35-44,Wales,0,SMS,Open
DCUST000558,DSC001,2022-09-08,Recoveries,782.13,Medium,296,181-365,Unknown,South East,0,SMS,No Engagement
DCUST000559,DSC001,2022-06-14,Legal Collections,5697.53,Very High,469,365+,45-54,South West,0,SMS,Open
DCUST000560,DSC007,2023-04-28,Legal Collections,437.74,Medium,321,181-365,45-54,North East,0,Email,No Engagement
DCUST000561,DSC009,2023-05-30,Legal Collections,2090.17,High,323,181-365,55+,Yorkshire,0,Letter,No Engagement
DCUST000562,DSC002,2022-06-01,Early Arrears,162.43,Low,20,0-30,25-34,Scotland,0,Email,No Engagement
DCUST000563,DSC001,2022-09-30,Recoveries,650.88,Medium,126,91-180,35-44,Scotland,0,SMS,No Engagement
DCUST000564,DSC006,2022-11-05,Recoveries,284.5,Medium,280,181-365,25-34,South East,0,SMS,Open
DCUST000565,DSC004,2023-05-15,Late Arrears,110.83,Low,102,91-180,45-54,,0,SMS,No Engagement
DCUST000566,DSC005,2022-10-03,Early Arrears,222.32,Low,6,0-30,45-54,Scotland,0,SMS,No Engagement
DCUST000567,DSC004,2022-12-20,Legal Collections,6074.81,Very High,855,365+,25-34,North West,0,SMS,Open
DCUST000568,DSC007,2022-09-26,Purchased Debt,136.36,Low,333,181-365,25-34,North East,0,SMS,Paid
DCUST000569,DSC005,2023-02-23,Early Arrears,183.87,Low,30,0-30,55+,Northern Ireland,0,SMS,No Engagement
DCUST000570,DSC007,2023-04-20,Purchased Debt,797.72,Medium,697,365+,25-34,Scotland,0,Email,No Engagement
DCUST000571,DSC006,2023-01-21,Legal Collections,435.58,Medium,180,91-180,25-34,North West,0,SMS,No Engagement
DCUST000572,DSC006,2023-02-06,Early Arrears,947.1,Medium,42,31-90,35-44,Wales,0,SMS,No Engagement
DCUST000573,DSC007,2022-11-19,Legal Collections,2902.53,High,281,181-365,35-44,Yorkshire,0,Email,No Engagement
DCUST000574,DSC005,2022-11-27,Early Arrears,411.85,Medium,71,31-90,25-34,Scotland,0,SMS,No Engagement
DCUST000575,DSC003,2023-02-01,Late Arrears,343.89,Medium,101,91-180,55+,South West,0,SMS,Plan Active
DCUST000576,DSC003,2022-10-25,Late Arrears,511.21,Medium,61,31-90,25-34,West Midlands,0,Email,No Engagement
DCUST000577,DSC001,2022-07-21,Early Arrears,108.73,Low,88,31-90,Unknown,South East,1,SMS,Open
DCUST000578,DSC001,2023-01-22,Late Arrears,557.05,Medium,131,91-180,18-24,East Midlands,0,Letter,No Engagement
DCUST000579,DSC004,2022-08-08,Early Arrears,168.07,Low,11,0-30,55+,Northern Ireland,0,Letter,Open
DCUST000580,DSC007,2022-07-13,Purchased Debt,981.65,Medium,224,181-365,45-54,North East,1,Email,No Engagement
DCUST000581,DSC006,2023-01-21,Recoveries,59.98,Low,225,181-365,25-34,North East,0,Email,No Engagement
DCUST000582,DSC003,2022-09-09,Recoveries,893.36,Medium,131,91-180,45-54,West Midlands,1,Email,No Engagement
DCUST000583,DSC004,2022-11-03,Late Arrears,135.72,Low,78,31-90,35-44,East Midlands,0,Email,No Engagement
DCUST000584,DSC008,2023-04-17,Early Arrears,74.29,Low,16,0-30,25-34,East Midlands,0,SMS,No Engagement
DCUST000585,DSC007,2023-02-26,Purchased Debt,287.72,Medium,136,91-180,55+,East Midlands,0,SMS,No Engagement
DCUST000586,DSC005,2023-05-23,Early Arrears,464.18,Medium,21,0-30,25-34,North West,0,SMS,No Engagement
DCUST000587,DSC008,2022-08-29,Early Arrears,122.66,Low,71,31-90,45-54,Scotland,0,SMS,No Engagement
DCUST000588,DSC010,2022-07-27,Early Arrears,313.25,Medium,30,0-30,18-24,South West,0,Letter,No Engagement
DCUST000589,DSC005,2023-03-30,Legal Collections,84.99,Low,362,181-365,,Scotland,1,SMS,Paid
DCUST000590,DSC010,2023-02-18,Late Arrears,913.03,Medium,105,91-180,25-34,Scotland,0,SMS,No Engagement
DCUST000591,DSC001,2022-07-26,Early Arrears,574.11,Medium,164,91-180,18-24,South East,0,SMS,No Engagement
DCUST000592,DSC007,2022-11-25,Recoveries,225.27,Low,218,181-365,35-44,Wales,0,SMS,No Engagement
DCUST000593,DSC001,2023-05-05,Early Arrears,805.45,Medium,53,31-90,35-44,North West,1,Email,No Engagement
DCUST000594,DSC002,2022-08-05,Legal Collections,2382.32,High,191,181-365,25-34,South East,0,Email,No Engagement
DCUST000595,DSC002,2022-09-11,Early Arrears,88.84,Low,48,31-90,35-44,Scotland,1,Email,No Engagement
DCUST000596,DSC001,2022-07-19,Late Arrears,929.22,Medium,81,31-90,25-34,South East,0,SMS,No Engagement
DCUST000597,DSC006,2022-06-24,Recoveries,134.26,Low,91,91-180,55+,London,0,SMS,Open
DCUST000598,DSC003,2023-02-08,Early Arrears,838.75,Medium,5,0-30,45-54,North West,1,Email,No Engagement
DCUST000599,DSC001,2022-06-21,Recoveries,128.18,Low,500,365+,45-54,Wales,0,SMS,Broken Plan
DCUST000600,DSC002,2023-04-25,Early Arrears,775.47,Medium,65,31-90,25-34,London,0,SMS,Open
DCUST000601,DSC001,2023-03-15,Late Arrears,88.3,Low,169,91-180,35-44,West Midlands,0,SMS,No Engagement
DCUST000602,DSC010,2023-05-06,Late Arrears,227.46,Low,210,181-365,45-54,South East,0,SMS,Plan Active
DCUST000603,DSC010,2023-04-27,Recoveries,698.72,Medium,149,91-180,25-34,London,0,Letter,Open
DCUST000604,DSC002,2022-07-24,Recoveries,666.3,Medium,168,91-180,35-44,South West,0,Email,No Engagement
DCUST000605,DSC006,2023-01-05,Recoveries,5123.08,Very High,170,91-180,35-44,West Midlands,0,SMS,No Engagement
DCUST000606,DSC001,2023-02-10,Late Arrears,394.49,Medium,66,31-90,25-34,South East,0,Email,Open
DCUST000607,DSC003,2022-09-16,Legal Collections,1512.8,High,297,181-365,Unknown,West Midlands,0,SMS,No Engagement
DCUST000608,DSC006,2023-02-20,Recoveries,703.94,Medium,172,91-180,35-44,West Midlands,0,SMS,Open
DCUST000609,DSC002,2022-10-16,Late Arrears,247.16,Low,100,91-180,18-24,Yorkshire,0,SMS,No Engagement
DCUST000610,DSC002,2023-01-05,Early Arrears,174.32,Low,23,0-30,18-24,London,0,Letter,No Engagement
DCUST000611,DSC001,2023-02-09,Late Arrears,83.15,Low,71,31-90,18-24,London,0,Email,Open
DCUST000612,DSC001,2023-01-03,Recoveries,2844.39,High,106,91-180,Unknown,Scotland,0,SMS,No Engagement
DCUST000613,DSC001,2022-09-12,Late Arrears,602.46,Medium,105,91-180,35-44,West Midlands,1,SMS,Open
DCUST000614,DSC002,2023-04-30,Early Arrears,51.21,Low,3,0-30,35-44,East Midlands,0,SMS,Open
DCUST000615,DSC003,2022-08-29,Legal Collections,1252.61,High,489,365+,25-34,Scotland,0,Email,No Engagement
DCUST000616,DSC003,2022-11-18,Recoveries,782.62,Medium,243,181-365,35-44,South West,0,SMS,No Engagement
DCUST000617,DSC002,2022-08-31,Late Arrears,59.65,Low,53,31-90,18-24,West Midlands,0,SMS,Broken Plan
DCUST000618,DSC004,2022-12-19,Early Arrears,295.98,Medium,77,31-90,35-44,North West,0,SMS,Open
DCUST000619,DSC001,2022-10-30,Early Arrears,542.71,Medium,26,0-30,18-24,London,1,SMS,No Engagement
DCUST000620,DSC003,2023-02-05,Early Arrears,682.28,Medium,49,31-90,55+,East Midlands,1,Email,Open
DCUST000621,DSC005,2023-03-21,Late Arrears,138.74,Low,93,91-180,25-34,West Midlands,0,SMS,No Engagement
DCUST000622,DSC007,2022-09-30,Legal Collections,1407.51,High,238,181-365,35-44,South East,1,SMS,No Engagement
DCUST000623,DSC010,2022-09-23,Recoveries,172.84,Low,558,365+,35-44,London,0,SMS,No Engagement
DCUST000624,DSC003,2023-01-24,Early Arrears,160.61,Low,70,31-90,35-44,Yorkshire,0,Email,Open
DCUST000625,DSC009,2023-01-21,Legal Collections,5321.28,Very High,350,181-365,25-34,South West,0,Email,Open
DCUST000626,DSC009,2022-11-20,Legal Collections,760.02,Medium,848,365+,55+,South East,0,Letter,No Engagement
DCUST000627,DSC001,2023-02-16,Late Arrears,908.59,Medium,153,91-180,25-34,South West,0,Email,No Engagement
DCUST000628,DSC004,2023-03-07,Early Arrears,725.09,Medium,15,0-30,18-24,Yorkshire,0,Email,No Engagement
DCUST000629,DSC002,2023-04-03,Late Arrears,2536.01,High,92,91-180,18-24,South West,0,Email,No Engagement
DCUST000630,DSC007,2022-11-15,Legal Collections,2284.15,High,212,181-365,35-44,North West,0,SMS,No Engagement
DCUST000631,DSC007,2023-05-25,Purchased Debt,179.77,Low,133,91-180,45-54,South West,0,Email,Open
DCUST000632,DSC010,2022-10-04,Early Arrears,63.84,Low,25,0-30,25-34,Yorkshire,0,SMS,No Engagement
DCUST000633,DSC001,2022-06-08,Recoveries,185.86,Low,149,91-180,45-54,South West,0,SMS,No Engagement
DCUST000634,DSC003,2023-03-11,Early Arrears,523.18,Medium,18,0-30,35-44,London,1,Email,No Engagement
DCUST000635,DSC003,2023-01-07,Late Arrears,955.95,Medium,284,181-365,55+,North West,0,SMS,No Engagement
DCUST000636,DSC006,2023-01-07,Purchased Debt,79.88,Low,846,365+,25-34,Scotland,0,SMS,No Engagement
DCUST000637,DSC004,2023-05-07,Early Arrears,61.06,Low,46,31-90,45-54,East Midlands,0,SMS,Paid
DCUST000638,DSC005,2022-07-29,Early Arrears,298.77,Medium,65,31-90,55+,South West,0,SMS,Open
DCUST000639,DSC001,2023-01-24,Purchased Debt,153.24,Low,174,91-180,35-44,Northern Ireland,0,Email,No Engagement
DCUST000640,DSC009,2022-06-08,Legal Collections,250.0,Low,92,91-180,55+,London,0,SMS,No Engagement
DCUST000641,DSC002,2023-05-15,Recoveries,455.67,Medium,310,181-365,25-34,Northern Ireland,0,Letter,No Engagement
DCUST000642,DSC003,2022-08-26,Legal Collections,6645.55,Very High,616,365+,25-34,South West,0,SMS,Open
DCUST000643,DSC002,2023-01-03,Early Arrears,316.57,Medium,14,0-30,45-54,London,0,Email,No Engagement
DCUST000644,DSC002,2022-08-08,Late Arrears,1829.3,High,260,181-365,25-34,London,0,SMS,Paid
DCUST000645,DSC003,2022-09-15,Late Arrears,129.82,Low,45,31-90,45-54,North East,0,SMS,Paid
DCUST000646,DSC002,2022-11-06,Early Arrears,481.8,Medium,7,0-30,25-34,West Midlands,1,SMS,No Engagement
DCUST000647,DSC004,2022-11-11,Early Arrears,696.38,Medium,39,31-90,18-24,London,0,SMS,No Engagement
DCUST000648,DSC008,2022-09-05,Early Arrears,1799.45,High,20,0-30,45-54,Yorkshire,0,SMS,No Engagement
DCUST000649,DSC008,2023-01-18,Late Arrears,100.04,Low,118,91-180,25-34,West Midlands,0,SMS,No Engagement
DCUST000650,DSC005,2022-08-02,Late Arrears,1809.7,High,187,181-365,18-24,North West,0,Email,Open
DCUST000651,DSC005,2022-11-20,Early Arrears,259.56,Medium,25,0-30,35-44,South East,1,Letter,No Engagement
DCUST000652,DSC005,2022-12-29,Recoveries,169.13,Low,271,181-365,45-54,London,1,SMS,Open
DCUST000653,DSC004,2022-09-28,Early Arrears,546.66,Medium,11,0-30,35-44,North West,0,Email,No Engagement
DCUST000654,DSC001,2023-05-09,Late Arrears,459.53,Medium,162,91-180,55+,South East,0,Email,Open
DCUST000655,DSC001,2023-03-01,Purchased Debt,5887.03,Very High,362,181-365,18-24,East Midlands,0,Email,No Engagement
DCUST000656,DSC004,2023-03-14,Early Arrears,2658.16,High,85,31-90,35-44,South East,0,Email,No Engagement
DCUST000657,DSC001,2022-10-15,Purchased Debt,213.08,Low,349,181-365,25-34,North East,0,SMS,No Engagement
DCUST000658,DSC001,2023-02-21,Late Arrears,176.75,Low,130,91-180,25-34,South West,0,SMS,Paid
DCUST000659,DSC005,2023-02-21,Recoveries,545.67,Medium,180,91-180,18-24,London,0,SMS,No Engagement
DCUST000660,DSC009,2023-01-19,Legal Collections,401.34,Medium,308,181-365,18-24,West Midlands,1,SMS,No Engagement
DCUST000661,DSC001,2023-02-28,Early Arrears,315.86,Medium,3,0-30,35-44,South East,0,SMS,Open
DCUST000662,DSC005,2023-02-25,Recoveries,1685.72,High,143,91-180,35-44,South East,0,Letter,No Engagement
DCUST000663,DSC004,2023-03-04,Early Arrears,399.84,Medium,17,0-30,55+,Scotland,0,SMS,No Engagement
DCUST000664,DSC001,2022-09-28,Recoveries,1819.22,High,259,181-365,45-54,London,0,SMS,Open
DCUST000665,DSC007,2023-01-08,Purchased Debt,283.83,Medium,639,365+,18-24,South East,0,SMS,No Engagement
DCUST000666,DSC006,2022-09-21,Recoveries,1938.02,High,145,91-180,35-44,West Midlands,0,Email,No Engagement
DCUST000667,DSC009,2022-10-09,Recoveries,357.06,Medium,122,91-180,Unknown,London,0,Email,No Engagement
DCUST000668,DSC006,2023-02-26,Legal Collections,6390.94,Very High,98,91-180,55+,Wales,0,SMS,Open
DCUST000669,DSC006,2022-10-30,Recoveries,939.63,Medium,130,91-180,,Northern Ireland,0,Letter,No Engagement
DCUST000670,DSC003,2022-08-16,Late Arrears,1812.24,High,56,31-90,45-54,North West,0,Email,No Engagement
DCUST000671,DSC005,2022-08-08,Legal Collections,58.15,Low,366,365+,25-34,South East,0,Email,No Engagement
DCUST000672,DSC005,2023-04-25,Late Arrears,2389.13,High,61,31-90,55+,Wales,1,SMS,No Engagement
DCUST000673,DSC001,2022-06-10,Late Arrears,1834.46,High,212,181-365,18-24,Yorkshire,0,SMS,Paid
DCUST000674,DSC001,2023-04-05,Purchased Debt,185.11,Low,896,365+,35-44,Northern Ireland,0,SMS,Paid
DCUST000675,DSC002,2022-07-06,Recoveries,486.56,Medium,351,181-365,45-54,North West,0,SMS,No Engagement
DCUST000676,DSC005,2022-11-26,Recoveries,701.1,Medium,357,181-365,25-34,North East,0,SMS,Open
DCUST000677,DSC005,2022-07-17,Late Arrears,167.22,Low,162,91-180,35-44,Scotland,0,SMS,Open
DCUST000678,DSC002,2022-06-05,Recoveries,1306.54,High,253,181-365,,West Midlands,0,SMS,No Engagement
DCUST000679,DSC007,2023-03-03,Recoveries,1683.03,High,357,181-365,18-24,Scotland,0,Letter,No Engagement
DCUST000680,DSC006,2022-10-30,Early Arrears,635.32,Medium,83,31-90,55+,West Midlands,0,SMS,Open
DCUST000681,DSC001,2023-02-24,Legal Collections,2643.13,High,197,181-365,18-24,East Midlands,0,Letter,No Engagement
DCUST000682,DSC007,2022-12-11,Purchased Debt,539.85,Medium,229,181-365,55+,North West,0,SMS,No Engagement
DCUST000683,DSC002,2023-03-24,Recoveries,295.8,Medium,364,181-365,35-44,London,0,SMS,No Engagement
DCUST000684,DSC004,2022-09-09,Early Arrears,612.85,Medium,9,0-30,35-44,London,0,SMS,Broken Plan
DCUST000685,DSC001,2022-06-12,Late Arrears,514.05,Medium,271,181-365,25-34,East Midlands,0,Letter,No Engagement
DCUST000686,DSC003,2022-09-24,Recoveries,1153.59,High,219,181-365,25-34,South West,0,SMS,No Engagement
DCUST000687,DSC002,2022-06-01,Recoveries,4639.55,Very High,158,91-180,35-44,Scotland,0,SMS,No Engagement
DCUST000688,DSC007,2022-06-04,Legal Collections,2708.92,High,355,181-365,45-54,South East,0,Email,No Engagement
DCUST000689,DSC005,2023-02-14,Late Arrears,696.32,Medium,318,181-365,18-24,South West,0,Letter,Open
DCUST000690,DSC008,2022-06-13,Recoveries,397.68,Medium,262,181-365,Unknown,,0,Letter,Open
DCUST000691,DSC001,2022-07-11,Early Arrears,946.11,Medium,51,31-90,25-34,Yorkshire,0,Letter,No Engagement
DCUST000692,DSC005,2022-10-08,Legal Collections,381.66,Medium,189,181-365,35-44,North West,0,SMS,Open
DCUST000693,DSC004,2023-01-04,Legal Collections,162.19,Low,240,181-365,25-34,London,0,Email,No Engagement
DCUST000694,DSC004,2022-11-16,Early Arrears,492.0,Medium,32,31-90,35-44,Scotland,0,SMS,No Engagement
DCUST000695,DSC007,2022-10-28,Purchased Debt,860.93,Medium,319,181-365,25-34,Scotland,0,SMS,No Engagement
DCUST000696,DSC003,2022-08-10,Late Arrears,789.43,Medium,78,31-90,45-54,Yorkshire,0,SMS,No Engagement
DCUST000697,DSC006,2023-04-22,Early Arrears,184.19,Low,56,31-90,25-34,South West,0,SMS,Open
DCUST000698,DSC002,2023-05-03,Late Arrears,2977.92,High,45,31-90,25-34,Scotland,0,SMS,No Engagement
DCUST000699,DSC001,2023-03-15,Late Arrears,1069.67,High,82,31-90,45-54,West Midlands,0,SMS,Plan Active
DCUST000700,DSC007,2022-09-03,Purchased Debt,2834.94,High,356,181-365,35-44,London,0,SMS,No Engagement
DCUST000701,DSC004,2023-03-10,Late Arrears,244.56,Low,140,91-180,Unknown,East Midlands,0,Email,Open
DCUST000702,DSC002,2023-03-31,Early Arrears,788.66,Medium,27,0-30,45-54,West Midlands,0,SMS,Open
DCUST000703,DSC004,2023-05-28,Purchased Debt,481.54,Medium,633,365+,25-34,London,0,Letter,No Engagement
DCUST000704,DSC005,2023-04-28,Late Arrears,1838.69,High,67,31-90,35-44,Yorkshire,0,SMS,Open
DCUST000705,DSC002,2022-09-15,Early Arrears,172.17,Low,20,0-30,45-54,London,1,SMS,No Engagement
DCUST000706,DSC001,2023-05-30,Early Arrears,202.94,Low,1,0-30,35-44,North West,0,SMS,No Engagement
DCUST000707,DSC010,2022-12-29,Purchased Debt,133.42,Low,266,181-365,25-34,Northern Ireland,0,Email,Open
DCUST000708,DSC001,2022-12-31,Recoveries,55.03,Low,189,181-365,35-44,Scotland,0,SMS,No Engagement
DCUST000709,DSC002,2023-02-03,Early Arrears,562.9,Medium,62,31-90,55+,West Midlands,0,SMS,Open
DCUST000710,DSC003,2023-04-29,Early Arrears,849.86,Medium,20,0-30,25-34,London,0,SMS,Open
DCUST000711,DSC008,2022-07-22,Late Arrears,594.07,Medium,62,31-90,45-54,London,0,SMS,No Engagement
DCUST000712,DSC002,2023-03-30,Late Arrears,1766.53,High,150,91-180,18-24,South East,0,SMS,Open
DCUST000713,DSC002,2022-10-06,Early Arrears,362.81,Medium,34,31-90,55+,West Midlands,0,SMS,No Engagement
DCUST000714,DSC001,2023-02-03,Late Arrears,229.76,Low,145,91-180,25-34,London,0,SMS,Open
DCUST000715,DSC007,2023-05-04,Late Arrears,630.36,Medium,154,91-180,18-24,South East,0,Email,No Engagement
DCUST000716,DSC005,2022-11-17,Legal Collections,3111.08,Very High,864,365+,45-54,London,0,SMS,No Engagement
DCUST000717,DSC001,2023-03-12,Early Arrears,190.78,Low,18,0-30,45-54,South West,0,Email,No Engagement
DCUST000718,DSC004,2023-04-17,Early Arrears,876.2,Medium,57,31-90,45-54,London,0,SMS,No Engagement
DCUST000719,DSC010,2022-09-07,Early Arrears,948.12,Medium,17,0-30,25-34,South West,0,Letter,No Engagement
DCUST000720,DSC009,2022-06-02,Legal Collections,2882.78,High,258,181-365,25-34,South West,0,Email,No Engagement
DCUST000721,DSC005,2022-07-02,Recoveries,620.76,Medium,319,181-365,25-34,South West,0,Letter,No Engagement
DCUST000722,DSC002,2023-04-15,Purchased Debt,473.94,Medium,530,365+,25-34,Yorkshire,0,SMS,No Engagement
DCUST000723,DSC005,2023-04-04,Recoveries,984.89,Medium,148,91-180,25-34,South West,0,SMS,Plan Active
DCUST000724,DSC004,2023-02-01,Late Arrears,213.35,Low,138,91-180,35-44,South East,0,Email,Open
