event_id,customer_id,client_id,event_date,event_name,channel,device_type,session_id,days_since_invite
JEVT00006821,DCUST002094,DSC002,2022-06-07,invite_delivered,Email,,SESS0003284,0
JEVT00006822,DCUST002094,DSC002,2022-06-18,link_opened,SMS,Desktop,SESS0003285,11
JEVT00006823,DCUST002094,DSC002,2022-06-18,identity_verified,SMS,Desktop,SESS0003285,11
JEVT00006824,DCUST002094,DSC002,2022-06-18,balance_viewed,SMS,Desktop,SESS0003285,11
JEVT00006825,DCUST002094,DSC002,2022-06-18,payment_option_selected,SMS,Desktop,SESS0003285,11
JEVT00006826,DCUST002094,DSC002,2022-06-18,repayment_plan_created,SMS,Desktop,SESS0003286,11
JEVT00006827,DCUST002094,DSC002,2022-06-21,payment_made,SMS,Mobile,SESS0003287,11
JEVT00006828,DCUST002095,DSC003,2022-08-22,invite_sent,SMS,,SESS0003288,0
JEVT00006829,DCUST002095,DSC003,2022-08-22,invite_delivered,SMS,,SESS0003288,0
JEVT00006830,DCUST002095,DSC003,2022-08-23,link_opened,SMS,Mobile,SESS0003289,1
JEVT00006831,DCUST002095,DSC003,2022-08-23,identity_verified,SMS,Mobile,SESS0003289,1
JEVT00006832,DCUST002095,DSC003,2022-08-23,balance_viewed,SMS,Mobile,SESS0003289,1
JEVT00006833,DCUST002095,DSC003,2022-08-23,payment_option_selected,SMS,Mobile,SESS0003289,1
JEVT00006834,DCUST002096,DSC001,2022-09-09,invite_sent,Email,,SESS0003290,0
JEVT00006835,DCUST002096,DSC001,2022-09-09,invite_delivered,Email,,SESS0003290,0
JEVT00006836,DCUST002097,DSC002,2023-05-13,invite_sent,SMS,,SESS0003291,0
JEVT00006837,DCUST002097,DSC002,2023-05-13,invite_delivered,SMS,,SESS0003291,0
JEVT00006838,DCUST002098,DSC010,2022-09-20,invite_sent,Email,,SESS0003292,0
JEVT00006839,DCUST002098,DSC010,2022-09-20,invite_delivered,Email,,SESS0003292,0
JEVT00006840,DCUST002099,DSC005,2022-07-20,invite_sent,Letter,,SESS0003293,0
JEVT00006841,DCUST002099,DSC005,2022-07-20,invite_delivered,Letter,,SESS0003293,0
JEVT00006842,DCUST002100,DSC004,2023-01-09,invite_sent,Letter,,SESS0003294,0
JEVT00006843,DCUST002100,DSC004,2023-01-09,invite_delivered,Letter,,SESS0003294,0
JEVT00006844,DCUST002101,DSC001,2023-03-03,invite_sent,SMS,,SESS0003295,0
JEVT00006845,DCUST002101,DSC001,2023-03-03,invite_delivered,SMS,,SESS0003295,0
JEVT00006846,DCUST002101,DSC001,2023-03-03,link_opened,SMS,Mobile,SESS0003296,0
JEVT00006847,DCUST002101,DSC001,2023-03-03,identity_verified,SMS,Mobile,SESS0003296,0
JEVT00006848,DCUST002101,DSC001,2023-03-03,balance_viewed,SMS,Mobile,SESS0003296,0
JEVT00006849,DCUST002101,DSC001,2023-03-03,affordability_started,SMS,Mobile,SESS0003296,0
JEVT00006850,DCUST002101,DSC001,2023-03-03,affordability_completed,SMS,Mobile,SESS0003296,0
JEVT00006851,DCUST002101,DSC001,2023-03-03,payment_option_selected,SMS,Mobile,SESS0003296,0
JEVT00006852,DCUST002101,DSC001,2023-03-03,payment_made,SMS,Mobile,SESS0003297,0
JEVT00006853,DCUST002102,DSC001,2022-10-18,invite_sent,SMS,,SESS0003298,0
JEVT00006854,DCUST002103,DSC001,2022-08-31,invite_sent,SMS,,SESS0003299,0
JEVT00006855,DCUST002103,DSC001,2022-08-31,invite_delivered,SMS,,SESS0003299,0
JEVT00006856,DCUST002103,DSC001,2022-09-29,link_opened,Letter,Mobile,SESS0003300,29
JEVT00006857,DCUST002103,DSC001,2022-09-29,identity_verified,Letter,Mobile,SESS0003300,29
JEVT00006858,DCUST002103,DSC001,2022-09-29,balance_viewed,Letter,Mobile,SESS0003300,29
JEVT00006859,DCUST002103,DSC001,2022-09-29,affordability_started,Letter,Mobile,SESS0003300,29
JEVT00006860,DCUST002104,DSC002,2023-05-30,invite_sent,SMS,,SESS0003301,0
JEVT00006861,DCUST002104,DSC002,2023-05-30,invite_delivered,SMS,,SESS0003301,0
JEVT00006862,DCUST002104,DSC002,2023-05-31,link_opened,SMS,Mobile,SESS0003302,1
JEVT00006863,DCUST002104,DSC002,2023-05-31,identity_verified,SMS,Mobile,SESS0003302,1
JEVT00006864,DCUST002104,DSC002,2023-05-31,balance_viewed,SMS,Mobile,SESS0003302,1
JEVT00006865,DCUST002105,DSC005,2022-06-20,invite_sent,Email,,SESS0003303,0
JEVT00006866,DCUST002105,DSC005,2022-06-20,invite_delivered,Email,,SESS0003303,0
JEVT00006867,DCUST002106,DSC005,2022-08-09,invite_sent,SMS,,SESS0003304,0
JEVT00006868,DCUST002106,DSC005,2022-08-09,invite_delivered,SMS,,SESS0003304,0
JEVT00006869,DCUST002107,DSC001,2022-09-07,invite_sent,SMS,,SESS0003305,0
JEVT00006870,DCUST002107,DSC001,2022-09-07,invite_delivered,SMS,,SESS0003305,0
JEVT00006871,DCUST002107,DSC001,2022-09-18,link_opened,SMS,Mobile,SESS0003306,11
JEVT00006872,DCUST002108,DSC005,2022-08-17,invite_sent,SMS,,SESS0003307,0
JEVT00006873,DCUST002108,DSC005,2022-08-17,invite_delivered,SMS,,SESS0003307,0
JEVT00006874,DCUST002108,DSC005,2022-09-20,link_opened,Agent Referral,Mobile,SESS0003308,34
JEVT00006875,DCUST002108,DSC005,2022-09-20,identity_verified,Agent Referral,Mobile,SESS0003308,34
JEVT00006876,DCUST002108,DSC005,2022-09-20,balance_viewed,Agent Referral,Mobile,SESS0003308,34
JEVT00006877,DCUST002108,DSC005,2022-09-20,payment_option_selected,Agent Referral,Mobile,SESS0003308,34
JEVT00006878,DCUST002108,DSC005,2022-09-20,repayment_plan_created,Agent Referral,Mobile,SESS0003309,34
JEVT00006879,DCUST002108,DSC005,2022-09-22,payment_made,Agent Referral,Tablet,SESS0003310,34
JEVT00006880,DCUST002109,DSC001,2023-04-22,invite_sent,SMS,,SESS0003311,0
JEVT00006881,DCUST002109,DSC001,2023-04-22,invite_delivered,SMS,,SESS0003311,0
JEVT00006882,DCUST002109,DSC001,2023-05-02,link_opened,SMS,Mobile,SESS0003312,10
JEVT00006883,DCUST002110,DSC001,2022-09-18,invite_sent,SMS,,SESS0003313,0
JEVT00006884,DCUST002110,DSC001,2022-09-18,invite_delivered,SMS,,SESS0003313,0
JEVT00006885,DCUST002111,DSC001,2023-05-06,invite_sent,Email,,SESS0003314,0
JEVT00006886,DCUST002111,DSC001,2023-05-06,invite_delivered,Email,,SESS0003314,0
JEVT00006887,DCUST002112,DSC008,2022-10-21,invite_sent,SMS,,SESS0003315,0
JEVT00006888,DCUST002112,DSC008,2022-10-21,invite_delivered,SMS,,SESS0003315,0
JEVT00006889,DCUST002113,DSC002,2022-08-05,invite_sent,Letter,,SESS0003316,0
JEVT00006890,DCUST002113,DSC002,2022-08-05,invite_delivered,Letter,,SESS0003316,0
JEVT00006891,DCUST002113,DSC002,2022-08-17,link_opened,Letter,Mobile,SESS0003317,12
JEVT00006892,DCUST002113,DSC002,2022-08-17,identity_verified,Letter,Mobile,SESS0003317,12
JEVT00006893,DCUST002113,DSC002,2022-08-17,balance_viewed,Letter,Mobile,SESS0003317,12
JEVT00006894,DCUST002113,DSC002,2022-08-17,affordability_started,Letter,Mobile,SESS0003317,12
JEVT00006895,DCUST002113,DSC002,2022-08-17,affordability_completed,Letter,Mobile,SESS0003317,12
JEVT00006896,DCUST002113,DSC002,2022-08-17,payment_option_selected,Letter,Mobile,SESS0003317,12
JEVT00006897,DCUST002114,DSC008,2022-06-08,invite_sent,SMS,,SESS0003318,0
JEVT00006898,DCUST002114,DSC008,2022-06-08,invite_delivered,SMS,,SESS0003318,0
JEVT00006899,DCUST002114,DSC008,2022-06-09,link_opened,SMS,Mobile,SESS0003319,1
JEVT00006900,DCUST002114,DSC008,2022-06-09,identity_verified,SMS,Mobile,SESS0003319,1
JEVT00006901,DCUST002114,DSC008,2022-06-09,balance_viewed,SMS,Mobile,SESS0003319,1
JEVT00006902,DCUST002114,DSC008,2022-06-09,payment_option_selected,SMS,Mobile,SESS0003319,1
JEVT00006903,DCUST002115,DSC005,2023-02-22,invite_sent,Letter,,SESS0003320,0
JEVT00006904,DCUST002115,DSC005,2023-02-22,invite_delivered,Letter,,SESS0003320,0
JEVT00006905,DCUST002115,DSC005,2023-03-13,link_opened,SMS,Mobile,SESS0003321,19
JEVT00006906,DCUST002116,DSC006,2023-04-10,invite_sent,SMS,,SESS0003322,0
JEVT00006907,DCUST002116,DSC006,2023-04-10,invite_delivered,SMS,,SESS0003322,0
JEVT00006908,DCUST002117,DSC005,2022-07-03,invite_sent,Letter,,SESS0003323,0
JEVT00006909,DCUST002117,DSC005,2022-07-03,invite_delivered,Letter,,SESS0003323,0
JEVT00006910,DCUST002118,DSC005,2022-09-08,invite_sent,Email,,SESS0003324,0
JEVT00006911,DCUST002119,DSC001,2022-06-05,invite_sent,Email,,SESS0003325,0
JEVT00006912,DCUST002119,DSC001,2022-06-05,invite_delivered,Email,,SESS0003325,0
JEVT00006913,DCUST002120,DSC003,2022-11-19,invite_sent,Email,,SESS0003326,0
JEVT00006914,DCUST002120,DSC003,2022-11-19,invite_delivered,Email,,SESS0003326,0
JEVT00006915,DCUST002121,DSC002,2023-02-25,invite_sent,SMS,,SESS0003327,0
JEVT00006916,DCUST002121,DSC002,2023-02-25,invite_delivered,SMS,,SESS0003327,0
JEVT00006917,DCUST002122,DSC007,2023-05-06,invite_sent,SMS,,SESS0003328,0
JEVT00006918,DCUST002122,DSC007,2023-05-06,invite_delivered,SMS,,SESS0003328,0
JEVT00006919,DCUST002123,DSC001,2022-07-20,invite_sent,Letter,,SESS0003329,0
JEVT00006920,DCUST002123,DSC001,2022-07-20,invite_delivered,Letter,,SESS0003329,0
JEVT00006921,DCUST002124,DSC007,2022-07-06,invite_sent,Email,,SESS0003330,0
JEVT00006922,DCUST002124,DSC007,2022-07-06,invite_delivered,Email,,SESS0003330,0
JEVT00006923,DCUST002125,DSC001,2022-11-19,invite_sent,SMS,,SESS0003331,0
JEVT00006924,DCUST002125,DSC001,2022-11-19,invite_delivered,SMS,,SESS0003331,0
JEVT00006925,DCUST002125,DSC001,2022-11-19,link_opened,SMS,Mobile,SESS0003332,0
JEVT00006926,DCUST002125,DSC001,2022-11-19,identity_verified,SMS,Mobile,SESS0003332,0
JEVT00006927,DCUST002125,DSC001,2022-11-19,balance_viewed,SMS,Mobile,SESS0003332,0
JEVT00006928,DCUST002125,DSC001,2022-11-19,affordability_started,SMS,Mobile,SESS0003332,0
JEVT00006929,DCUST002125,DSC001,2022-11-19,payment_option_selected,SMS,Mobile,SESS0003332,0
JEVT00006930,DCUST002125,DSC001,2022-11-19,repayment_plan_created,SMS,Desktop,SESS0003333,0
JEVT00006931,DCUST002125,DSC001,2022-11-19,payment_made,SMS,Tablet,SESS0003334,0
JEVT00006932,DCUST002126,DSC003,2022-08-20,invite_sent,Email,,SESS0003335,0
JEVT00006933,DCUST002126,DSC003,2022-08-20,invite_delivered,Email,,SESS0003335,0
JEVT00006934,DCUST002127,DSC004,2023-04-22,invite_sent,SMS,,SESS0003336,0
JEVT00006935,DCUST002127,DSC004,2023-04-22,invite_delivered,SMS,,SESS0003336,0
JEVT00006936,DCUST002127,DSC004,2023-04-24,link_opened,SMS,Mobile,SESS0003337,2
JEVT00006937,DCUST002127,DSC004,2023-04-24,identity_verified,SMS,Mobile,SESS0003337,2
JEVT00006938,DCUST002127,DSC004,2023-04-24,balance_viewed,SMS,Mobile,SESS0003337,2
JEVT00006939,DCUST002127,DSC004,2023-04-24,affordability_started,SMS,Mobile,SESS0003337,2
JEVT00006940,DCUST002127,DSC004,2023-04-24,affordability_completed,SMS,Mobile,SESS0003337,2
JEVT00006941,DCUST002127,DSC004,2023-04-24,payment_option_selected,SMS,Mobile,SESS0003337,2
JEVT00006942,DCUST002127,DSC004,2023-04-24,repayment_plan_created,SMS,Mobile,SESS0003338,2
JEVT00006943,DCUST002127,DSC004,2023-04-26,payment_made,SMS,Mobile,SESS0003339,2
JEVT00006944,DCUST002128,DSC009,2022-09-20,invite_sent,SMS,,SESS0003340,0
JEVT00006945,DCUST002128,DSC009,2022-09-20,invite_delivered,SMS,,SESS0003340,0
JEVT00006946,DCUST002129,DSC007,2022-09-30,invite_sent,Email,,SESS0003341,0
JEVT00006947,DCUST002129,DSC007,2022-09-30,invite_delivered,Email,,SESS0003341,0
JEVT00006948,DCUST002129,DSC007,2022-10-01,link_opened,Email,Desktop,SESS0003342,1
JEVT00006949,DCUST002129,DSC007,2022-10-01,identity_verified,Email,Desktop,SESS0003342,1
JEVT00006950,DCUST002129,DSC007,2022-10-01,balance_viewed,Email,Desktop,SESS0003342,1
JEVT00006951,DCUST002129,DSC007,2022-10-01,affordability_started,Email,Desktop,SESS0003342,1
JEVT00006952,DCUST002129,DSC007,2022-10-01,affordability_completed,Email,Desktop,SESS0003342,1
JEVT00006953,DCUST002129,DSC007,2022-10-01,payment_option_selected,Email,Desktop,SESS0003342,1
JEVT00006954,DCUST002129,DSC007,2022-10-01,repayment_plan_created,Email,Mobile,SESS0003343,1
JEVT00006955,DCUST002129,DSC007,2022-10-02,payment_made,Email,Mobile,SESS0003344,1
JEVT00006956,DCUST002130,DSC001,2023-02-04,invite_sent,SMS,,SESS0003345,0
JEVT00006957,DCUST002130,DSC001,2023-02-04,invite_delivered,SMS,,SESS0003345,0
JEVT00006958,DCUST002131,DSC008,2023-05-16,invite_sent,Email,,SESS0003346,0
JEVT00006959,DCUST002131,DSC008,2023-05-16,invite_delivered,Email,,SESS0003346,0
JEVT00006960,DCUST002132,DSC007,2023-01-27,invite_sent,Email,,SESS0003347,0
JEVT00006961,DCUST002132,DSC007,2023-01-27,invite_delivered,Email,,SESS0003347,0
JEVT00006962,DCUST002133,DSC001,2022-12-11,invite_sent,Email,,SESS0003348,0
JEVT00006963,DCUST002133,DSC001,2022-12-11,invite_delivered,Email,,SESS0003348,0
JEVT00006964,DCUST002134,DSC006,2022-07-19,invite_sent,Email,,SESS0003349,0
JEVT00006965,DCUST002134,DSC006,2022-07-19,invite_delivered,Email,,SESS0003349,0
JEVT00006966,DCUST002135,DSC005,2022-09-26,invite_sent,SMS,,SESS0003350,0
JEVT00006967,DCUST002136,DSC003,2022-11-16,invite_sent,Email,,SESS0003351,0
JEVT00006968,DCUST002136,DSC003,2022-11-16,invite_delivered,Email,,SESS0003351,0
JEVT00006969,DCUST002136,DSC003,2022-11-18,link_opened,Email,Mobile,SESS0003352,2
JEVT00006970,DCUST002137,DSC008,2022-12-08,invite_sent,Email,,SESS0003353,0
JEVT00006971,DCUST002137,DSC008,2022-12-08,invite_delivered,Email,,SESS0003353,0
JEVT00006972,DCUST002138,DSC002,2022-08-25,invite_sent,SMS,,SESS0003354,0
JEVT00006973,DCUST002138,DSC002,2022-08-25,invite_delivered,SMS,,SESS0003354,0
JEVT00006974,DCUST002139,DSC001,2022-12-09,invite_sent,SMS,,SESS0003355,0
JEVT00006975,DCUST002139,DSC001,2022-12-09,invite_delivered,SMS,,SESS0003355,0
JEVT00006976,DCUST002139,DSC001,2022-12-11,link_opened,SMS,Desktop,SESS0003356,2
JEVT00006977,DCUST002139,DSC001,2022-12-11,identity_verified,SMS,Desktop,SESS0003356,2
JEVT00006978,DCUST002139,DSC001,2022-12-11,balance_viewed,SMS,Desktop,SESS0003356,2
JEVT00006979,DCUST002139,DSC001,2022-12-11,affordability_started,SMS,Desktop,SESS0003356,2
JEVT00006980,DCUST002139,DSC001,2022-12-11,affordability_completed,SMS,Desktop,SESS0003356,2
JEVT00006981,DCUST002139,DSC001,2022-12-11,payment_option_selected,SMS,Desktop,SESS0003356,2
JEVT00006982,DCUST002139,DSC001,2022-12-11,payment_made,SMS,Mobile,SESS0003357,2
JEVT00006983,DCUST002140,DSC009,2023-02-14,invite_sent,SMS,,SESS0003358,0
JEVT00006984,DCUST002140,DSC009,2023-02-14,invite_delivered,SMS,,SESS0003358,0
JEVT00006985,DCUST002141,DSC008,2023-02-12,invite_sent,Email,,SESS0003359,0
JEVT00006986,DCUST002141,DSC008,2023-02-12,invite_delivered,Email,,SESS0003359,0
JEVT00006987,DCUST002142,DSC008,2023-02-16,invite_sent,Email,,SESS0003360,0
JEVT00006988,DCUST002142,DSC008,2023-02-16,invite_delivered,Email,,SESS0003360,0
JEVT00006989,DCUST002143,DSC003,2022-12-24,invite_sent,SMS,,SESS0003361,0
JEVT00006990,DCUST002144,DSC007,2023-05-30,invite_sent,SMS,,SESS0003362,0
JEVT00006991,DCUST002144,DSC007,2023-05-30,invite_delivered,SMS,,SESS0003362,0
JEVT00006992,DCUST002145,DSC001,2022-11-25,invite_sent,Email,,SESS0003363,0
JEVT00006993,DCUST002145,DSC001,2022-11-25,invite_delivered,Email,,SESS0003363,0
JEVT00006994,DCUST002145,DSC001,2022-11-26,link_opened,Email,Mobile,SESS0003364,1
JEVT00006995,DCUST002145,DSC001,2022-11-26,identity_verified,Email,Mobile,SESS0003364,1
JEVT00006996,DCUST002145,DSC001,2022-11-26,balance_viewed,Email,Mobile,SESS0003364,1
JEVT00006997,DCUST002145,DSC001,2022-11-26,payment_option_selected,Email,Mobile,SESS0003364,1
JEVT00006998,DCUST002145,DSC001,2022-11-26,repayment_plan_created,Email,Desktop,SESS0003365,1
JEVT00006999,DCUST002145,DSC001,2022-11-28,payment_made,Email,Mobile,SESS0003366,1
JEVT00007000,DCUST002146,DSC010,2023-01-30,invite_sent,Email,,SESS0003367,0
JEVT00007001,DCUST002146,DSC010,2023-01-30,invite_delivered,Email,,SESS0003367,0
JEVT00007002,DCUST002147,DSC004,2022-11-20,invite_sent,Email,,SESS0003368,0
JEVT00007003,DCUST002147,DSC004,2022-11-20,invite_delivered,Email,,SESS0003368,0
JEVT00007004,DCUST002147,DSC004,2022-11-30,link_opened,SMS,Desktop,SESS0003369,10
JEVT00007005,DCUST002147,DSC004,2022-11-30,identity_verified,SMS,Desktop,SESS0003369,10
JEVT00007006,DCUST002147,DSC004,2022-11-30,balance_viewed,SMS,Desktop,SESS0003369,10
JEVT00007007,DCUST002147,DSC004,2022-11-30,affordability_started,SMS,Desktop,SESS0003369,10
JEVT00007008,DCUST002147,DSC004,2022-11-30,affordability_completed,SMS,Desktop,SESS0003369,10
JEVT00007009,DCUST002148,DSC007,2022-11-29,invite_sent,Email,,SESS0003370,0
JEVT00007010,DCUST002148,DSC007,2022-11-29,invite_delivered,Email,,SESS0003370,0
JEVT00007011,DCUST002149,DSC006,2023-03-25,invite_sent,Email,,SESS0003371,0
JEVT00007012,DCUST002149,DSC006,2023-03-25,invite_delivered,Email,,SESS0003371,0
JEVT00007013,DCUST002149,DSC006,2023-03-28,link_opened,Email,Desktop,SESS0003372,3
JEVT00007014,DCUST002150,DSC002,2022-09-28,invite_sent,SMS,,SESS0003373,0
JEVT00007015,DCUST002150,DSC002,2022-09-28,invite_delivered,SMS,,SESS0003373,0
JEVT00007016,DCUST002150,DSC002,2022-09-28,link_opened,SMS,Mobile,SESS0003374,0
JEVT00007017,DCUST002150,DSC002,2022-09-28,identity_verified,SMS,Mobile,SESS0003374,0
JEVT00007018,DCUST002150,DSC002,2022-09-28,balance_viewed,SMS,Mobile,SESS0003374,0
JEVT00007019,DCUST002150,DSC002,2022-09-28,affordability_started,SMS,Mobile,SESS0003374,0
JEVT00007020,DCUST002150,DSC002,2022-09-28,affordability_completed,SMS,Mobile,SESS0003374,0
JEVT00007021,DCUST002150,DSC002,2022-09-28,payment_option_selected,SMS,Mobile,SESS0003374,0
JEVT00007022,DCUST002150,DSC002,2022-09-28,repayment_plan_created,SMS,Mobile,SESS0003375,0
JEVT00007023,DCUST002150,DSC002,2022-10-01,payment_made,SMS,Mobile,SESS0003376,0
JEVT00007024,DCUST002151,DSC001,2023-05-23,invite_sent,SMS,,SESS0003377,0
JEVT00007025,DCUST002151,DSC001,2023-05-23,invite_delivered,SMS,,SESS0003377,0
JEVT00007026,DCUST002151,DSC001,2023-05-31,link_opened,SMS,Mobile,SESS0003378,8
JEVT00007027,DCUST002151,DSC001,2023-05-31,identity_verified,SMS,Mobile,SESS0003378,8
JEVT00007028,DCUST002151,DSC001,2023-05-31,balance_viewed,SMS,Mobile,SESS0003378,8
JEVT00007029,DCUST002151,DSC001,2023-05-31,affordability_started,SMS,Mobile,SESS0003378,8
JEVT00007030,DCUST002151,DSC001,2023-05-31,affordability_completed,SMS,Mobile,SESS0003378,8
JEVT00007031,DCUST002151,DSC001,2023-05-31,payment_option_selected,SMS,Mobile,SESS0003378,8
JEVT00007032,DCUST002151,DSC001,2023-05-31,payment_made,SMS,Mobile,SESS0003379,8
JEVT00007033,DCUST002152,DSC006,2022-07-04,invite_sent,Email,,SESS0003380,0
JEVT00007034,DCUST002152,DSC006,2022-07-04,invite_delivered,Email,,SESS0003380,0
JEVT00007035,DCUST002153,DSC001,2022-12-29,invite_sent,SMS,,SESS0003381,0
JEVT00007036,DCUST002153,DSC001,2022-12-29,invite_delivered,SMS,,SESS0003381,0
JEVT00007037,DCUST002154,DSC004,2022-06-05,invite_sent,Email,,SESS0003382,0
JEVT00007038,DCUST002154,DSC004,2022-06-05,invite_delivered,Email,,SESS0003382,0
JEVT00007039,DCUST002154,DSC004,2022-06-21,link_opened,SMS,Mobile,SESS0003383,16
JEVT00007040,DCUST002154,DSC004,2022-06-21,identity_verified,SMS,Mobile,SESS0003383,16
JEVT00007041,DCUST002154,DSC004,2022-06-21,balance_viewed,SMS,Mobile,SESS0003383,16
JEVT00007042,DCUST002154,DSC004,2022-06-21,affordability_started,SMS,Mobile,SESS0003383,16
JEVT00007043,DCUST002154,DSC004,2022-06-21,affordability_completed,SMS,Mobile,SESS0003383,16
JEVT00007044,DCUST002154,DSC004,2022-06-21,payment_option_selected,SMS,Mobile,SESS0003383,16
JEVT00007045,DCUST002155,DSC004,2022-08-22,invite_sent,SMS,,SESS0003384,0
JEVT00007046,DCUST002155,DSC004,2022-08-22,invite_delivered,SMS,,SESS0003384,0
JEVT00007047,DCUST002155,DSC004,2022-08-28,link_opened,SMS,Mobile,SESS0003385,6
JEVT00007048,DCUST002156,DSC001,2023-02-28,invite_sent,Email,,SESS0003386,0
JEVT00007049,DCUST002156,DSC001,2023-03-11,link_opened,Email,Mobile,SESS0003387,11
JEVT00007050,DCUST002156,DSC001,2023-03-11,identity_verified,Email,Mobile,SESS0003387,11
JEVT00007051,DCUST002156,DSC001,2023-03-11,balance_viewed,Email,Mobile,SESS0003387,11
JEVT00007052,DCUST002156,DSC001,2023-03-11,payment_option_selected,Email,Mobile,SESS0003387,11
JEVT00007053,DCUST002156,DSC001,2023-03-11,repayment_plan_created,Email,Mobile,SESS0003388,11
JEVT00007054,DCUST002157,DSC010,2023-01-31,invite_sent,SMS,,SESS0003389,0
JEVT00007055,DCUST002157,DSC010,2023-01-31,invite_delivered,SMS,,SESS0003389,0
JEVT00007056,DCUST002157,DSC010,2023-02-07,link_opened,SMS,Mobile,SESS0003390,7
JEVT00007057,DCUST002157,DSC010,2023-02-07,identity_verified,SMS,Mobile,SESS0003390,7
JEVT00007058,DCUST002157,DSC010,2023-02-07,balance_viewed,SMS,Mobile,SESS0003390,7
JEVT00007059,DCUST002158,DSC007,2022-08-27,invite_sent,Email,,SESS0003391,0
JEVT00007060,DCUST002158,DSC007,2022-08-27,invite_delivered,Email,,SESS0003391,0
JEVT00007061,DCUST002158,DSC007,2022-08-28,link_opened,Email,Mobile,SESS0003392,1
JEVT00007062,DCUST002159,DSC003,2022-06-16,invite_sent,SMS,,SESS0003393,0
JEVT00007063,DCUST002159,DSC003,2022-06-16,invite_delivered,SMS,,SESS0003393,0
JEVT00007064,DCUST002160,DSC010,2023-03-10,invite_sent,SMS,,SESS0003394,0
JEVT00007065,DCUST002160,DSC010,2023-03-10,invite_delivered,SMS,,SESS0003394,0
JEVT00007066,DCUST002161,DSC002,2023-03-13,invite_sent,SMS,,SESS0003395,0
JEVT00007067,DCUST002161,DSC002,2023-03-13,invite_delivered,SMS,,SESS0003395,0
JEVT00007068,DCUST002162,DSC009,2022-09-16,invite_sent,Email,,SESS0003396,0
JEVT00007069,DCUST002162,DSC009,2022-09-16,invite_delivered,Email,,SESS0003396,0
JEVT00007070,DCUST002163,DSC001,2023-01-06,invite_sent,SMS,,SESS0003397,0
JEVT00007071,DCUST002163,DSC001,2023-01-06,invite_delivered,SMS,,SESS0003397,0
JEVT00007072,DCUST002164,DSC005,2023-01-31,invite_sent,Email,,SESS0003398,0
JEVT00007073,DCUST002164,DSC005,2023-01-31,invite_delivered,Email,,SESS0003398,0
JEVT00007074,DCUST002165,DSC007,2022-10-30,invite_sent,Email,,SESS0003399,0
JEVT00007075,DCUST002166,DSC001,2023-03-18,invite_sent,SMS,,SESS0003400,0
JEVT00007076,DCUST002166,DSC001,2023-03-18,invite_delivered,SMS,,SESS0003400,0
JEVT00007077,DCUST002167,DSC006,2022-07-16,invite_sent,SMS,,SESS0003401,0
JEVT00007078,DCUST002167,DSC006,2022-07-16,invite_delivered,SMS,,SESS0003401,0
JEVT00007079,DCUST002168,DSC002,2022-07-27,invite_sent,Email,,SESS0003402,0
JEVT00007080,DCUST002168,DSC002,2022-07-27,invite_delivered,Email,,SESS0003402,0
JEVT00007081,DCUST002169,DSC003,2023-02-27,invite_sent,Letter,,SESS0003403,0
JEVT00007082,DCUST002169,DSC003,2023-02-27,invite_delivered,Letter,,SESS0003403,0
JEVT00007083,DCUST002170,DSC005,2023-04-03,invite_sent,SMS,,SESS0003404,0
JEVT00007084,DCUST002170,DSC005,2023-04-03,invite_delivered,SMS,,SESS0003404,0
JEVT00007085,DCUST002171,DSC003,2023-03-19,invite_sent,Email,,SESS0003405,0
JEVT00007086,DCUST002171,DSC003,2023-03-19,invite_delivered,Email,,SESS0003405,0
JEVT00007087,DCUST002171,DSC003,2023-03-21,link_opened,Email,Mobile,SESS0003406,2
JEVT00007088,DCUST002172,DSC006,2022-09-14,invite_sent,SMS,,SESS0003407,0
JEVT00007089,DCUST002172,DSC006,2022-09-14,invite_delivered,SMS,,SESS0003407,0
JEVT00007090,DCUST002173,DSC001,2023-02-20,invite_sent,SMS,,SESS0003408,0
JEVT00007091,DCUST002174,DSC003,2022-10-27,invite_sent,SMS,,SESS0003409,0
JEVT00007092,DCUST002174,DSC003,2022-10-27,invite_delivered,SMS,,SESS0003409,0
JEVT00007093,DCUST002175,DSC003,2022-10-08,invite_sent,SMS,,SESS0003410,0
JEVT00007094,DCUST002175,DSC003,2022-10-08,invite_delivered,SMS,,SESS0003410,0
JEVT00007095,DCUST002175,DSC003,2022-10-09,link_opened,SMS,Mobile,SESS0003411,1
JEVT00007096,DCUST002176,DSC004,2023-05-16,invite_sent,Email,,SESS0003412,0
JEVT00007097,DCUST002176,DSC004,2023-05-16,invite_delivered,Email,,SESS0003412,0
JEVT00007098,DCUST002176,DSC004,2023-05-16,link_opened,Email,,SESS0003413,0
JEVT00007099,DCUST002177,DSC002,2023-04-30,invite_sent,SMS,,SESS0003414,0
JEVT00007100,DCUST002177,DSC002,2023-04-30,invite_delivered,SMS,,SESS0003414,0
JEVT00007101,DCUST002177,DSC002,2023-05-09,link_opened,Email,Mobile,SESS0003415,9
JEVT00007102,DCUST002177,DSC002,2023-05-09,identity_verified,Email,Mobile,SESS0003415,9
JEVT00007103,DCUST002177,DSC002,2023-05-09,balance_viewed,Email,Mobile,SESS0003415,9
JEVT00007104,DCUST002178,DSC005,2022-07-08,invite_sent,Email,,SESS0003416,0
JEVT00007105,DCUST002178,DSC005,2022-07-08,invite_delivered,Email,,SESS0003416,0
