payment_id,customer_id,client_id,payment_date,payment_amount,payment_method,payment_type,payment_status,days_to_payment
PAY0000539,DCUST002139,DSC001,2022-12-11,236.48,Open Banking,One-off,Successful,4
PAY0000540,DCUST002145,DSC001,2022-11-26,53.54,Direct Debit,Plan Instalment,Successful,2
PAY0000541,DCUST002150,DSC002,2022-09-28,156.31,Direct Debit,Plan Instalment,Successful,0
PAY0000542,DCUST002150,DSC002,2022-10-28,166.48,Direct Debit,Plan Instalment,Successful,30
PAY0000543,DCUST002150,DSC002,2022-11-28,153.82,Direct Debit,Plan Instalment,Successful,61
PAY0000544,DCUST002151,DSC001,2023-05-31,322.49,Direct Debit,One-off,Successful,10
PAY0000545,DCUST002180,DSC008,2023-05-22,240.96,Card,One-off,Successful,1
PAY0000546,DCUST002185,DSC004,2023-04-04,36.04,Direct Debit,Plan Instalment,Successful,2
PAY0000547,DCUST002185,DSC004,2023-05-04,36.16,Open Banking,Plan Instalment,Successful,32
PAY0000548,DCUST002197,DSC003,2023-05-15,206.53,Card,One-off,Failed,10
PAY0000549,DCUST002223,DSC002,2023-03-18,140.51,Card,One-off,Successful,18
PAY0000550,DCUST002244,DSC002,2022-10-03,90.46,Direct Debit,One-off,Successful,16
PAY0000551,DCUST002245,DSC001,2023-04-28,80.49,Open Banking,Plan Instalment,Successful,4
PAY0000552,DCUST002245,DSC001,2023-05-28,75.64,Direct Debit,Plan Instalment,Successful,34
PAY0000553,DCUST002245,DSC001,2023-06-28,79.1,Direct Debit,Plan Instalment,Successful,65
PAY0000554,DCUST002266,DSC002,2023-03-27,216.92,Open Banking,Plan Instalment,Successful,3
PAY0000555,DCUST002266,DSC002,2023-04-27,205.12,Open Banking,Plan Instalment,Successful,34
PAY0000556,DCUST002266,DSC002,2023-05-27,201.63,Direct Debit,Plan Instalment,Successful,64
PAY0000557,DCUST002266,DSC002,2023-06-27,210.66,Direct Debit,Plan Instalment,Successful,95
PAY0000558,DCUST002276,DSC010,2023-03-02,373.68,Open Banking,One-off,Successful,15
PAY0000559,DCUST002277,DSC010,2023-04-18,619.54,Card,One-off,Successful,25
PAY0000560,DCUST002279,DSC002,2023-02-23,287.43,Card,Plan Instalment,Successful,0
PAY0000561,DCUST002279,DSC002,2023-03-23,283.01,Direct Debit,Plan Instalment,Successful,28
PAY0000562,DCUST002279,DSC002,2023-04-23,277.49,Direct Debit,Plan Instalment,Successful,59
PAY0000563,DCUST002279,DSC002,2023-05-23,289.67,Direct Debit,Plan Instalment,Successful,89
PAY0000564,DCUST002279,DSC002,2023-06-23,278.45,Open Banking,Plan Instalment,Successful,120
PAY0000565,DCUST002299,DSC004,2023-01-28,66.93,Open Banking,One-off,Successful,2
PAY0000566,DCUST002303,DSC003,2022-08-18,189.89,Direct Debit,Plan Instalment,Successful,1
PAY0000567,DCUST002303,DSC003,2022-09-18,190.86,Open Banking,Plan Instalment,Successful,32
PAY0000568,DCUST002310,DSC004,2022-12-11,105.84,Direct Debit,One-off,Successful,18
PAY0000569,DCUST002314,DSC004,2022-07-14,233.59,Open Banking,Plan Instalment,Successful,6
PAY0000570,DCUST002314,DSC004,2022-08-14,234.55,Card,Plan Instalment,Successful,37
PAY0000571,DCUST002314,DSC004,2022-09-14,238.21,Open Banking,Plan Instalment,Successful,68
PAY0000572,DCUST002314,DSC004,2022-10-14,228.24,Open Banking,Plan Instalment,Successful,98
PAY0000573,DCUST002314,DSC004,2022-11-14,229.29,Open Banking,Plan Instalment,Successful,129
PAY0000574,DCUST002314,DSC004,2022-12-14,235.21,Open Banking,Plan Instalment,Successful,159
PAY0000575,DCUST002314,DSC004,2023-01-14,242.25,Direct Debit,Plan Instalment,Successful,190
PAY0000576,DCUST002314,DSC004,2023-02-14,238.02,Direct Debit,Plan Instalment,Successful,221
PAY0000577,DCUST002314,DSC004,2023-03-14,239.41,Direct Debit,Plan Instalment,Successful,249
PAY0000578,DCUST002327,DSC005,2022-12-25,43.3,Open Banking,Plan Instalment,Successful,3
PAY0000579,DCUST002362,DSC008,2022-10-13,98.39,Card,One-off,Successful,12
PAY0000580,DCUST002363,DSC004,2022-07-08,12.5,Open Banking,Plan Instalment,Successful,2
PAY0000581,DCUST002363,DSC004,2022-08-08,13.03,Direct Debit,Plan Instalment,Successful,33
PAY0000582,DCUST002363,DSC004,2022-09-08,12.33,Open Banking,Plan Instalment,Successful,64
PAY0000583,DCUST002368,DSC008,2023-04-17,76.09,Direct Debit,Plan Instalment,Successful,14
PAY0000584,DCUST002368,DSC008,2023-05-17,72.74,Card,Plan Instalment,Successful,44
PAY0000585,DCUST002368,DSC008,2023-06-17,72.45,Direct Debit,Plan Instalment,Successful,75
PAY0000586,DCUST002384,DSC007,2022-07-12,445.08,Direct Debit,One-off,Successful,0
PAY0000587,DCUST002389,DSC004,2023-05-16,51.34,Open Banking,Plan Instalment,Failed,2
PAY0000588,DCUST002390,DSC001,2022-07-04,136.6,Open Banking,One-off,Successful,4
PAY0000589,DCUST002392,DSC002,2022-07-27,80.1,Direct Debit,Plan Instalment,Successful,1
PAY0000590,DCUST002392,DSC002,2022-08-27,84.23,Open Banking,Plan Instalment,Successful,32
PAY0000591,DCUST002397,DSC004,2022-07-07,41.96,Card,Plan Instalment,Successful,13
PAY0000592,DCUST002397,DSC004,2022-08-07,43.91,Open Banking,Plan Instalment,Successful,44
PAY0000593,DCUST002397,DSC004,2022-09-07,41.93,Direct Debit,Plan Instalment,Successful,75
PAY0000594,DCUST002400,DSC002,2022-08-29,146.04,Card,One-off,Successful,3
PAY0000595,DCUST002408,DSC002,2023-01-08,441.58,Open Banking,One-off,Successful,2
PAY0000596,DCUST002412,DSC006,2023-05-29,69.94,Direct Debit,Plan Instalment,Successful,12
PAY0000597,DCUST002412,DSC006,2023-06-29,71.29,Open Banking,Plan Instalment,Successful,43
PAY0000598,DCUST002419,DSC003,2023-04-14,67.28,Direct Debit,Plan Instalment,Successful,0
PAY0000599,DCUST002419,DSC003,2023-05-14,67.15,Direct Debit,Plan Instalment,Successful,30
PAY0000600,DCUST002419,DSC003,2023-06-14,64.72,Open Banking,Plan Instalment,Successful,61
PAY0000601,DCUST002419,DSC003,2023-07-14,68.78,Direct Debit,Plan Instalment,Successful,91
PAY0000602,DCUST002421,DSC001,2022-11-04,98.75,Open Banking,One-off,Successful,4
PAY0000603,DCUST002427,DSC006,2023-04-14,148.21,Open Banking,One-off,Successful,11
PAY0000604,DCUST002438,DSC003,2022-09-11,298.8,Direct Debit,Plan Instalment,Successful,21
PAY0000605,DCUST002438,DSC003,2022-10-11,302.04,Open Banking,Plan Instalment,Successful,51
PAY0000606,DCUST002446,DSC010,2023-01-15,163.57,Direct Debit,Plan Instalment,Successful,3
PAY0000607,DCUST002464,DSC008,2022-09-08,58.5,Direct Debit,Plan Instalment,Failed,9
PAY0000608,DCUST002464,DSC008,2022-10-08,57.7,Direct Debit,Plan Instalment,Successful,39
PAY0000609,DCUST002489,DSC003,2023-01-26,66.29,Card,One-off,Failed,8
PAY0000610,DCUST002499,DSC002,2023-05-20,139.17,Card,One-off,Successful,3
PAY0000611,DCUST002505,DSC005,2022-06-04,47.2,Card,Plan Instalment,Successful,2
PAY0000612,DCUST002505,DSC005,2022-07-04,44.9,Open Banking,Plan Instalment,Successful,32
PAY0000613,DCUST002512,DSC004,2022-07-06,177.32,Direct Debit,Plan Instalment,Successful,0
PAY0000614,DCUST002536,DSC002,2023-01-28,202.52,Direct Debit,One-off,Failed,6
PAY0000615,DCUST002552,DSC001,2022-11-12,164.07,Card,Plan Instalment,Successful,2
PAY0000616,DCUST002552,DSC001,2022-12-12,154.95,Direct Debit,Plan Instalment,Successful,32
PAY0000617,DCUST002552,DSC001,2023-01-12,165.4,Card,Plan Instalment,Successful,63
PAY0000618,DCUST002552,DSC001,2023-02-12,154.17,Card,Plan Instalment,Successful,94
PAY0000619,DCUST002552,DSC001,2023-03-12,155.1,Direct Debit,Plan Instalment,Successful,122
PAY0000620,DCUST002552,DSC001,2023-04-12,152.55,Direct Debit,Plan Instalment,Successful,153
PAY0000621,DCUST002552,DSC001,2023-05-12,157.39,Direct Debit,Plan Instalment,Successful,183
PAY0000622,DCUST002552,DSC001,2023-06-12,162.06,Direct Debit,Plan Instalment,Successful,214
PAY0000623,DCUST002552,DSC001,2023-07-12,162.09,Open Banking,Plan Instalment,Successful,244
PAY0000624,DCUST002558,DSC001,2022-07-03,37.85,Card,Plan Instalment,Successful,1
PAY0000625,DCUST002558,DSC001,2022-08-03,36.92,Direct Debit,Plan Instalment,Successful,32
PAY0000626,DCUST002561,DSC003,2023-03-21,14.25,Open Banking,Plan Instalment,Successful,4
PAY0000627,DCUST002564,DSC002,2022-10-14,91.23,Direct Debit,Plan Instalment,Successful,2
PAY0000628,DCUST002574,DSC001,2022-11-22,47.4,Open Banking,One-off,Successful,5
PAY0000629,DCUST002577,DSC001,2022-07-25,433.61,Card,One-off,Successful,23
PAY0000630,DCUST002579,DSC004,2023-03-31,460.55,Card,One-off,Successful,1
PAY0000631,DCUST002605,DSC002,2023-04-15,892.78,Open Banking,One-off,Successful,6
PAY0000632,DCUST002609,DSC005,2023-05-20,92.81,Card,Plan Instalment,Successful,0
PAY0000633,DCUST002609,DSC005,2023-06-20,101.39,Direct Debit,Plan Instalment,Successful,31
PAY0000634,DCUST002616,DSC007,2022-08-30,181.64,Open Banking,One-off,Successful,9
PAY0000635,DCUST002625,DSC004,2023-04-08,159.09,Card,One-off,Successful,2
PAY0000636,DCUST002645,DSC005,2022-09-14,139.38,Open Banking,One-off,Successful,11
PAY0000637,DCUST002648,DSC003,2022-12-20,173.8,Open Banking,One-off,Successful,3
PAY0000638,DCUST002649,DSC005,2023-03-05,83.81,Card,One-off,Successful,4
PAY0000639,DCUST002657,DSC003,2022-10-22,191.35,Direct Debit,Plan Instalment,Successful,19
PAY0000640,DCUST002657,DSC003,2022-11-22,193.49,Open Banking,Plan Instalment,Successful,50
PAY0000641,DCUST002661,DSC004,2023-02-24,80.25,Card,One-off,Successful,4
PAY0000642,DCUST002674,DSC001,2023-05-04,28.6,Direct Debit,Plan Instalment,Successful,4
PAY0000643,DCUST002674,DSC001,2023-06-04,26.41,Open Banking,Plan Instalment,Successful,35
PAY0000644,DCUST002674,DSC001,2023-07-04,27.52,Direct Debit,Plan Instalment,Successful,65
PAY0000645,DCUST002675,DSC004,2022-11-23,36.41,Open Banking,Plan Instalment,Successful,4
PAY0000646,DCUST002675,DSC004,2022-12-23,34.99,Direct Debit,Plan Instalment,Successful,34
PAY0000647,DCUST002698,DSC005,2023-04-17,53.42,Direct Debit,Plan Instalment,Successful,2
PAY0000648,DCUST002698,DSC005,2023-05-17,52.43,Direct Debit,Plan Instalment,Successful,32
PAY0000649,DCUST002698,DSC005,2023-06-17,50.52,Direct Debit,Plan Instalment,Successful,63
PAY0000650,DCUST002711,DSC008,2023-04-06,205.36,Card,Plan Instalment,Successful,3
PAY0000651,DCUST002712,DSC004,2022-09-18,154.61,Direct Debit,One-off,Successful,10
PAY0000652,DCUST002722,DSC006,2023-02-13,81.52,Direct Debit,Plan Instalment,Successful,16
PAY0000653,DCUST002722,DSC006,2023-03-13,82.53,Direct Debit,Plan Instalment,Failed,44
PAY0000654,DCUST002734,DSC002,2022-11-19,217.09,Card,One-off,Successful,0
PAY0000655,DCUST002778,DSC007,2022-09-08,125.36,Direct Debit,Plan Instalment,Successful,2
PAY0000656,DCUST002778,DSC007,2022-10-08,120.55,Card,Plan Instalment,Successful,32
PAY0000657,DCUST002778,DSC007,2022-11-08,115.12,Open Banking,Plan Instalment,Successful,63
PAY0000658,DCUST002778,DSC007,2022-12-08,121.41,Card,Plan Instalment,Successful,93
PAY0000659,DCUST002778,DSC007,2023-01-08,121.29,Direct Debit,Plan Instalment,Successful,124
PAY0000660,DCUST002778,DSC007,2023-02-08,115.15,Card,Plan Instalment,Failed,155
PAY0000661,DCUST002778,DSC007,2023-03-08,118.93,Direct Debit,Plan Instalment,Successful,183
PAY0000662,DCUST002778,DSC007,2023-04-08,115.42,Card,Plan Instalment,Successful,214
PAY0000663,DCUST002778,DSC007,2023-05-08,115.08,Open Banking,Plan Instalment,Successful,244
PAY0000664,DCUST002778,DSC007,2023-06-08,117.4,Card,Plan Instalment,Successful,275
PAY0000665,DCUST002785,DSC002,2022-09-24,91.31,Open Banking,One-off,Successful,2
PAY0000666,DCUST002791,DSC002,2022-08-02,192.64,Direct Debit,One-off,Successful,23
PAY0000667,DCUST002792,DSC004,2022-07-11,426.1,Card,One-off,Successful,13
PAY0000668,DCUST002810,DSC002,2022-08-13,111.17,Card,One-off,Successful,2
PAY0000669,DCUST002829,DSC010,2022-10-04,833.77,Card,One-off,Successful,12
PAY0000670,DCUST002849,DSC002,2022-07-03,182.65,Open Banking,One-off,Successful,9
PAY0000671,DCUST002861,DSC001,2023-02-24,50.31,Card,Plan Instalment,Successful,11
PAY0000672,DCUST002861,DSC001,2023-03-24,49.7,Direct Debit,Plan Instalment,Successful,39
PAY0000673,DCUST002861,DSC001,2023-04-24,47.42,Direct Debit,Plan Instalment,Successful,70
PAY0000674,DCUST002861,DSC001,2023-05-24,49.09,Direct Debit,Plan Instalment,Successful,100
PAY0000675,DCUST002861,DSC001,2023-06-24,51.44,Direct Debit,Plan Instalment,Successful,131
PAY0000676,DCUST002899,DSC001,2022-07-17,1046.86,Card,One-off,Successful,3
PAY0000677,DCUST002938,DSC003,2023-01-26,103.05,Direct Debit,One-off,Successful,0
PAY0000678,DCUST002957,DSC008,2022-08-26,465.28,Open Banking,One-off,Successful,30
PAY0000679,DCUST002958,DSC010,2022-12-21,91.4,Open Banking,Plan Instalment,Failed,0
PAY0000680,DCUST002958,DSC010,2023-01-21,91.94,Direct Debit,Plan Instalment,Successful,31
PAY0000681,DCUST002958,DSC010,2023-02-21,88.72,Open Banking,Plan Instalment,Successful,62
PAY0000682,DCUST002958,DSC010,2023-03-21,89.28,Direct Debit,Plan Instalment,Successful,90
PAY0000683,DCUST002958,DSC010,2023-04-21,84.55,Direct Debit,Plan Instalment,Successful,121
PAY0000684,DCUST002958,DSC010,2023-05-21,86.78,Direct Debit,Plan Instalment,Successful,151
PAY0000685,DCUST002963,DSC001,2022-10-31,1049.66,Card,One-off,Failed,9
PAY0000686,DCUST002981,DSC004,2022-11-28,185.85,Card,One-off,Successful,16
PAY0000687,DCUST003005,DSC005,2023-01-07,247.5,Direct Debit,Plan Instalment,Successful,9
PAY0000688,DCUST003005,DSC005,2023-02-07,244.11,Open Banking,Plan Instalment,Successful,40
PAY0000689,DCUST003005,DSC005,2023-03-07,232.29,Direct Debit,Plan Instalment,Successful,68
PAY0000690,DCUST003005,DSC005,2023-04-07,237.31,Open Banking,Plan Instalment,Successful,99
PAY0000691,DCUST003005,DSC005,2023-05-07,231.41,Open Banking,Plan Instalment,Successful,129
PAY0000692,DCUST003005,DSC005,2023-06-07,248.22,Direct Debit,Plan Instalment,Successful,160
PAY0000693,DCUST003005,DSC005,2023-07-07,248.94,Open Banking,Plan Instalment,Successful,190
PAY0000694,DCUST003029,DSC005,2023-03-04,301.85,Card,One-off,Successful,12
PAY0000695,DCUST003043,DSC002,2022-10-08,251.38,Card,One-off,Successful,3
PAY0000696,DCUST003049,DSC010,2023-05-31,34.22,Direct Debit,Plan Instalment,Successful,6
PAY0000697,DCUST003049,DSC010,2023-06-30,32.35,Direct Debit,Plan Instalment,Successful,36
PAY0000698,DCUST003055,DSC007,2023-04-20,105.48,Direct Debit,Plan Instalment,Successful,4
PAY0000699,DCUST003055,DSC007,2023-05-20,107.85,Card,Plan Instalment,Failed,34
PAY0000700,DCUST003055,DSC007,2023-06-20,101.07,Direct Debit,Plan Instalment,Successful,65
PAY0000701,DCUST003067,DSC004,2022-09-11,299.01,Open Banking,One-off,Failed,4
PAY0000702,DCUST003069,DSC002,2023-04-12,41.99,Open Banking,One-off,Successful,2
PAY0000703,DCUST003072,DSC001,2023-03-24,50.73,Direct Debit,Plan Instalment,Successful,3
PAY0000704,DCUST003072,DSC001,2023-04-24,47.96,Open Banking,Plan Instalment,Failed,34
PAY0000705,DCUST003072,DSC001,2023-05-24,46.69,Card,Plan Instalment,Successful,64
PAY0000706,DCUST003099,DSC008,2023-02-01,99.29,Open Banking,One-off,Successful,2
PAY0000707,DCUST003100,DSC003,2022-11-17,70.78,Card,Plan Instalment,Successful,2
PAY0000708,DCUST003100,DSC003,2022-12-17,70.32,Direct Debit,Plan Instalment,Successful,32
PAY0000709,DCUST003100,DSC003,2023-01-17,70.73,Open Banking,Plan Instalment,Reversed,63
PAY0000710,DCUST003100,DSC003,2023-02-17,68.9,Direct Debit,Plan Instalment,Successful,94
PAY0000711,DCUST003100,DSC003,2023-03-17,70.17,Direct Debit,Plan Instalment,Failed,122
PAY0000712,DCUST003111,DSC001,2023-05-05,141.53,Direct Debit,Plan Instalment,Successful,11
PAY0000713,DCUST003111,DSC001,2023-06-05,133.53,Card,Plan Instalment,Successful,42
PAY0000714,DCUST003111,DSC001,2023-07-05,135.3,Card,Plan Instalment,Successful,72
PAY0000715,DCUST003112,DSC001,2023-03-08,212.24,Direct Debit,One-off,Successful,4
PAY0000716,DCUST003117,DSC001,2022-06-06,66.69,Open Banking,Plan Instalment,Successful,1
PAY0000717,DCUST003118,DSC003,2022-11-02,79.42,Card,One-off,Successful,14
PAY0000718,DCUST003128,DSC003,2022-10-19,339.16,Open Banking,One-off,Successful,2
PAY0000719,DCUST003130,DSC006,2023-02-22,75.99,Card,One-off,Successful,9
PAY0000720,DCUST003138,DSC007,2022-12-25,227.28,Open Banking,One-off,Successful,13
PAY0000721,DCUST003144,DSC001,2022-07-20,97.1,Direct Debit,Plan Instalment,Successful,3
PAY0000722,DCUST003144,DSC001,2022-08-20,98.38,Direct Debit,Plan Instalment,Successful,34
PAY0000723,DCUST003144,DSC001,2022-09-20,103.08,Card,Plan Instalment,Successful,65
PAY0000724,DCUST003144,DSC001,2022-10-20,98.74,Card,Plan Instalment,Successful,95
PAY0000725,DCUST003144,DSC001,2022-11-20,94.79,Open Banking,Plan Instalment,Successful,126
PAY0000726,DCUST003156,DSC001,2022-12-13,790.81,Open Banking,One-off,Successful,8
PAY0000727,DCUST003164,DSC008,2023-03-04,223.66,Card,One-off,Successful,4
PAY0000728,DCUST003167,DSC003,2023-02-09,165.27,Card,One-off,Successful,3
PAY0000729,DCUST003180,DSC010,2023-02-18,56.56,Card,One-off,Successful,7
PAY0000730,DCUST003184,DSC003,2023-01-29,214.19,Card,One-off,Successful,1
PAY0000731,DCUST003186,DSC007,2023-03-11,92.39,Open Banking,One-off,Successful,10
PAY0000732,DCUST003207,DSC001,2022-09-23,537.71,Direct Debit,One-off,Successful,13
PAY0000733,DCUST003219,DSC001,2023-04-10,68.56,Open Banking,Plan Instalment,Successful,2
PAY0000734,DCUST003219,DSC001,2023-05-10,72.18,Open Banking,Plan Instalment,Failed,32
PAY0000735,DCUST003219,DSC001,2023-06-10,70.13,Direct Debit,Plan Instalment,Successful,63
PAY0000736,DCUST003225,DSC002,2022-06-05,63.41,Card,Plan Instalment,Successful,2
PAY0000737,DCUST003225,DSC002,2022-07-05,63.76,Direct Debit,Plan Instalment,Failed,32
PAY0000738,DCUST003225,DSC002,2022-08-05,65.99,Card,Plan Instalment,Successful,63
PAY0000739,DCUST003225,DSC002,2022-09-05,65.25,Direct Debit,Plan Instalment,Successful,94
PAY0000740,DCUST003225,DSC002,2022-10-05,65.08,Direct Debit,Plan Instalment,Successful,124
PAY0000741,DCUST003232,DSC001,2023-05-24,173.03,Open Banking,Plan Instalment,Successful,1
PAY0000742,DCUST003246,DSC001,2022-10-03,97.25,Card,Plan Instalment,Successful,4
PAY0000743,DCUST003246,DSC001,2022-11-03,96.85,Direct Debit,Plan Instalment,Successful,35
PAY0000744,DCUST003246,DSC001,2022-12-03,97.11,Direct Debit,Plan Instalment,Successful,65
PAY0000745,DCUST003246,DSC001,2023-01-03,91.65,Direct Debit,Plan Instalment,Successful,96
PAY0000746,DCUST003252,DSC004,2022-08-15,35.16,Card,Plan Instalment,Successful,15
PAY0000747,DCUST003252,DSC004,2022-09-15,37.24,Direct Debit,Plan Instalment,Successful,46
PAY0000748,DCUST003252,DSC004,2022-10-15,37.05,Card,Plan Instalment,Successful,76
PAY0000749,DCUST003260,DSC005,2022-07-30,144.76,Open Banking,One-off,Successful,29
PAY0000750,DCUST003261,DSC008,2022-09-28,96.76,Card,One-off,Successful,2
PAY0000751,DCUST003263,DSC001,2022-10-24,72.5,Card,One-off,Successful,0
PAY0000752,DCUST003264,DSC004,2022-09-09,97.86,Direct Debit,Plan Instalment,Successful,3
PAY0000753,DCUST003264,DSC004,2022-10-09,102.02,Direct Debit,Plan Instalment,Successful,33
PAY0000754,DCUST003271,DSC002,2023-01-22,91.99,Card,One-off,Successful,4
PAY0000755,DCUST003291,DSC001,2022-08-04,943.76,Card,One-off,Successful,0
PAY0000756,DCUST003299,DSC002,2023-03-08,56.99,Direct Debit,Plan Instalment,Successful,5
PAY0000757,DCUST003299,DSC002,2023-04-08,59.63,Card,Plan Instalment,Successful,36
PAY0000758,DCUST003304,DSC005,2023-01-26,23.78,Direct Debit,Plan Instalment,Reversed,15
PAY0000759,DCUST003304,DSC005,2023-02-26,25.08,Card,Plan Instalment,Successful,46
PAY0000760,DCUST003304,DSC005,2023-03-26,25.93,Direct Debit,Plan Instalment,Successful,74
PAY0000761,DCUST003304,DSC005,2023-04-26,25.52,Direct Debit,Plan Instalment,Successful,105
PAY0000762,DCUST003310,DSC008,2023-05-01,50.2,Direct Debit,Plan Instalment,Successful,6
PAY0000763,DCUST003318,DSC003,2023-03-07,52.45,Direct Debit,Plan Instalment,Successful,12
PAY0000764,DCUST003318,DSC003,2023-04-07,53.52,Open Banking,Plan Instalment,Failed,43
PAY0000765,DCUST003338,DSC008,2023-01-18,223.19,Open Banking,One-off,Successful,20
PAY0000766,DCUST003341,DSC001,2022-06-16,45.04,Card,One-off,Successful,2
PAY0000767,DCUST003343,DSC003,2022-12-05,205.17,Open Banking,One-off,Successful,2
PAY0000768,DCUST003344,DSC008,2023-02-06,407.18,Card,One-off,Successful,13
PAY0000769,DCUST003346,DSC003,2022-08-19,410.02,Open Banking,One-off,Successful,6
PAY0000770,DCUST003351,DSC008,2023-02-10,88.27,Card,Plan Instalment,Successful,14
PAY0000771,DCUST003351,DSC008,2023-03-10,86.04,Open Banking,Plan Instalment,Successful,42
PAY0000772,DCUST003351,DSC008,2023-04-10,86.34,Open Banking,Plan Instalment,Successful,73
PAY0000773,DCUST003351,DSC008,2023-05-10,86.1,Direct Debit,Plan Instalment,Successful,103
PAY0000774,DCUST003351,DSC008,2023-06-10,84.34,Open Banking,Plan Instalment,Successful,134
PAY0000775,DCUST003367,DSC005,2022-08-26,111.86,Direct Debit,Plan Instalment,Successful,1
PAY0000776,DCUST003367,DSC005,2022-09-26,113.77,Direct Debit,Plan Instalment,Successful,32
PAY0000777,DCUST003367,DSC005,2022-10-26,116.46,Card,Plan Instalment,Successful,62
PAY0000778,DCUST003367,DSC005,2022-11-26,115.48,,Plan Instalment,Failed,93
PAY0000779,DCUST003371,DSC001,2023-01-07,190.76,Card,One-off,Successful,10
PAY0000780,DCUST003374,DSC003,2023-05-30,380.37,Card,One-off,Successful,0
PAY0000781,DCUST003388,DSC007,2022-09-25,113.92,Open Banking,Plan Instalment,Successful,3
PAY0000782,DCUST003388,DSC007,2022-10-25,113.9,Direct Debit,Plan Instalment,Failed,33
PAY0000783,DCUST003388,DSC007,2022-11-25,114.0,Card,Plan Instalment,Failed,64
PAY0000784,DCUST003426,DSC001,2022-09-12,234.97,Direct Debit,Plan Instalment,Successful,15
PAY0000785,DCUST003446,DSC005,2022-10-07,193.03,Card,One-off,Successful,14
PAY0000786,DCUST003448,DSC008,2022-07-29,86.58,Card,Plan Instalment,Successful,3
PAY0000787,DCUST003448,DSC008,2022-08-29,86.74,Direct Debit,Plan Instalment,Successful,34
PAY0000788,DCUST003448,DSC008,2022-09-29,84.1,Direct Debit,Plan Instalment,Successful,65
PAY0000789,DCUST003448,DSC008,2022-10-29,87.99,Direct Debit,Plan Instalment,Successful,95
PAY0000790,DCUST003448,DSC008,2022-11-29,87.75,Direct Debit,Plan Instalment,Successful,126
PAY0000791,DCUST003448,DSC008,2022-12-29,83.3,Direct Debit,Plan Instalment,Successful,156
PAY0000792,DCUST003448,DSC008,2023-01-29,86.14,Direct Debit,Plan Instalment,Successful,187
PAY0000793,DCUST003448,DSC008,2023-02-28,82.32,Open Banking,Plan Instalment,Successful,217
PAY0000794,DCUST003449,DSC001,2023-01-15,209.28,Open Banking,Plan Instalment,Failed,1
PAY0000795,DCUST003449,DSC001,2023-02-15,212.79,Direct Debit,Plan Instalment,Successful,32
PAY0000796,DCUST003469,DSC001,2022-06-20,165.77,Open Banking,One-off,Successful,3
PAY0000797,DCUST003473,DSC001,2023-02-27,26.91,Direct Debit,Plan Instalment,Successful,4
PAY0000798,DCUST003478,DSC008,2022-08-20,260.78,Card,One-off,Failed,6
PAY0000799,DCUST003479,DSC003,2022-10-18,68.81,Open Banking,One-off,Successful,10
PAY0000800,DCUST003483,DSC002,2023-04-07,136.5,Direct Debit,Plan Instalment,Successful,3
PAY0000801,DCUST003484,DSC003,2022-11-21,128.93,Card,One-off,Successful,11
PAY0000802,DCUST003485,DSC002,2022-12-20,92.62,Card,One-off,Successful,8
PAY0000803,DCUST003494,DSC004,2022-11-12,1096.3,Open Banking,One-off,Successful,1
PAY0000804,DCUST003497,DSC004,2022-12-03,424.33,Card,Plan Instalment,Successful,13
PAY0000805,DCUST003497,DSC004,2023-01-03,417.07,Card,Plan Instalment,Successful,44
PAY0000806,DCUST003502,DSC003,2022-07-31,63.92,Open Banking,One-off,Successful,15
PAY0000807,DCUST003523,DSC003,2022-12-01,36.64,Open Banking,Plan Instalment,Successful,9
PAY0000808,DCUST003523,DSC003,2023-01-01,34.5,Direct Debit,Plan Instalment,Successful,40
PAY0000809,DCUST003523,DSC003,2023-02-01,34.84,Card,Plan Instalment,Successful,71
PAY0000810,DCUST003523,DSC003,2023-03-01,35.35,Direct Debit,Plan Instalment,Successful,99
PAY0000811,DCUST003523,DSC003,2023-04-01,36.4,Direct Debit,Plan Instalment,Successful,130
PAY0000812,DCUST003531,DSC005,2022-10-16,229.98,Open Banking,One-off,Successful,9
PAY0000813,DCUST003536,DSC008,2023-03-10,283.17,Direct Debit,Plan Instalment,Successful,5
PAY0000814,DCUST003540,DSC001,2023-05-24,27.1,Direct Debit,Plan Instalment,Successful,11
PAY0000815,DCUST003562,DSC003,2023-01-24,244.09,Card,One-off,Successful,1
PAY0000816,DCUST003573,DSC007,2022-09-06,109.72,Direct Debit,Plan Instalment,Successful,3
PAY0000817,DCUST003580,DSC004,2022-10-31,89.97,Card,One-off,Successful,19
PAY0000818,DCUST003592,DSC008,2022-08-24,32.21,Open Banking,Plan Instalment,Successful,4
PAY0000819,DCUST003592,DSC008,2022-09-24,29.91,Direct Debit,Plan Instalment,Successful,35
PAY0000820,DCUST003592,DSC008,2022-10-24,32.63,Direct Debit,Plan Instalment,Successful,65
PAY0000821,DCUST003593,DSC001,2022-06-25,111.09,Direct Debit,Plan Instalment,Successful,2
PAY0000822,DCUST003593,DSC001,2022-07-25,118.08,Card,Plan Instalment,Successful,32
PAY0000823,DCUST003593,DSC001,2022-08-25,112.06,Direct Debit,Plan Instalment,Successful,63
PAY0000824,DCUST003593,DSC001,2022-09-25,117.65,Direct Debit,Plan Instalment,Successful,94
PAY0000825,DCUST003593,DSC001,2022-10-25,116.58,Open Banking,Plan Instalment,Successful,124
PAY0000826,DCUST003593,DSC001,2022-11-25,110.32,Direct Debit,Plan Instalment,Successful,155
